VIXC.SERIESC;O1;O2;O3;O6;OI;OM;ON;OS;OU;OV;OY;VI;VM;VX
2010-07-01;0.9992;0.871;0.7698;0.6021;1591945.0;5.25;;32.5;32.86;0.9079;;0.9131;100076.0;1.039
2010-07-02;0.8852;0.7833;0.7076;0.6236;1605241.0;5.7;;30.0;30.12;0.8225;;0.826;42457.0;1.011
2010-07-05;0.8852;0.7833;0.7076;0.6236;1605241.0;5.7;;30.0;30.12;0.8225;;0.826;;1.011
2010-07-06;0.9319;0.8096;0.7274;0.5738;1640613.0;4.8;;30.0;29.65;0.8846;;0.8768;69160.0;1.081
2010-07-07;0.833;0.7599;0.6923;0.57;1651797.0;4.71;;27.5;26.84;0.8311;;0.813;103355.0;1.005
2010-07-08;0.7605;0.754;0.7046;0.6032;1659754.0;5.7;;26.0;25.71;0.7819;;0.795;62587.0;1.026
2010-07-09;0.71;0.7076;0.66;0.5692;1712037.0;5.1;;25.0;24.98;0.7044;;0.7039;125946.0;0.986
2010-07-12;0.7508;0.7018;0.631;0.5542;1737526.0;4.7;;24.0;24.43;0.7761;;0.7624;80427.0;0.999
2010-07-13;0.7701;0.7321;0.6332;0.5475;1762402.0;4.6;;25.0;24.56;0.8048;;0.7891;80916.0;1.053
2010-07-14;0.839;0.8146;0.664;0.5522;1792648.0;5.4;;25.0;24.89;0.887;;0.8822;92354.0;1.072
2010-07-15;0.7632;0.7157;0.6738;0.5438;1827510.0;5.3;;25.0;25.14;0.7616;;0.7634;83606.0;0.989
2010-07-16;0.8751;0.7778;0.6816;0.518;1835870.0;6.6;;26.0;26.25;0.8726;;0.8879;119184.0;1.06
2010-07-19;0.8159;0.7328;0.5904;0.5726;1935388.0;6.0;;26.0;25.97;0.7525;;0.8159;191558.0;1.198
2010-07-20;0.9335;0.7188;0.6584;0.5712;1074306.0;4.8;;24.0;23.93;0.862;;0.9412;97295.0;1.18
2010-07-21;0.8296;0.6949;0.6657;0.4935;1122131.0;4.9;;26.0;25.64;0.8173;;0.8397;89089.0;0.991
2010-07-22;0.8301;0.6827;0.5626;0.5177;1256335.0;3.8;;25.0;24.63;0.8506;;0.8453;187912.0;1.1
2010-07-23;0.7282;0.7074;0.6676;0.4853;1284734.0;3.7;;24.0;23.47;0.7664;;0.7304;65321.0;1.172
2010-07-26;0.7516;0.6975;0.6166;0.476;1317503.0;3.8;;22.5;22.73;0.7413;;0.7612;99535.0;1.242
2010-07-27;0.8123;0.698;0.6463;0.5039;1351734.0;3.9;;22.5;23.19;0.8583;;0.8525;80089.0;1.055
2010-07-28;0.8137;0.7598;0.7116;0.5277;1368482.0;3.0;;24.0;24.25;0.8172;;0.8348;59572.0;1.308
2010-07-29;0.7948;0.667;0.582;0.4707;1393146.0;3.0;;24.0;24.13;0.8357;;0.8423;45966.0;1.132
2010-07-30;0.779;0.6778;0.6064;0.5232;1452238.0;2.75;;24.0;23.5;0.8295;;0.8226;99154.0;1.052
2010-08-02;0.6876;0.6915;0.6114;0.4931;1573896.0;5.6;;22.5;22.01;0.7527;;0.7275;116509.0;0.905
2010-08-03;0.6601;0.6346;0.6085;0.4806;1607989.0;5.6;;22.5;22.63;0.6421;;0.6457;93614.0;1.075
2010-08-04;0.7133;0.6824;0.5873;0.5652;1679923.0;5.8;;22.5;22.21;0.7839;;0.7549;124381.0;1.039
2010-08-05;0.7036;0.652;0.5715;0.5173;1725924.0;5.8;;22.5;22.1;0.6846;;0.7055;69002.0;0.952
2010-08-06;0.6739;0.6354;0.5777;0.5178;1830661.0;5.9;;22.5;21.74;0.6963;;0.6481;129909.0;0.878
2010-08-09;0.6963;0.6654;0.6163;0.5093;1899549.0;5.7;;22.5;22.14;0.7677;;0.7075;184026.0;0.927
2010-08-10;0.7027;0.6584;0.5824;0.4867;1999457.0;5.68;;22.5;22.37;0.7082;;0.7159;190174.0;1.095
2010-08-11;0.8593;0.7168;0.5993;0.5055;2053587.0;5.7;;25.0;25.39;0.8178;;0.8285;159716.0;1.027
2010-08-12;0.8115;0.7182;0.6217;0.4667;2098189.0;5.3;;26.0;25.73;0.8087;;0.8077;174857.0;1.036
2010-08-13;0.8742;0.7303;0.547;0.5275;2108310.0;5.9;;26.0;26.24;0.8545;;0.8557;97824.0;0.948
2010-08-16;0.8492;0.722;0.6802;0.458;2154810.0;5.5;;26.0;26.1;0.845;;0.8492;130358.0;1.166
2010-08-17;0.6275;0.5917;0.5506;0.4031;2154862.0;5.79;;24.0;24.33;0.5849;;0.6287;135449.0;1.033
2010-08-18;0.6881;0.5272;0.4674;0.531;1277637.0;4.9;;25.0;24.59;0.7612;;0.6988;152889.0;1.079
2010-08-19;0.8207;0.6701;0.6114;0.4449;1329076.0;5.0;;26.0;26.44;0.8275;;0.8358;150503.0;1.105
2010-08-20;0.7244;0.6582;0.614;0.4708;1373204.0;5.3;;25.0;25.49;0.7438;;0.7332;178087.0;1.207
2010-08-23;0.7657;0.6171;0.6107;0.5359;1405144.0;4.2;;26.0;25.66;0.8374;;0.8031;89334.0;1.035
2010-08-24;0.7925;0.6979;0.6233;0.5043;1462417.0;3.7;;27.5;27.46;0.8209;;0.8182;118825.0;1.158
2010-08-25;0.7226;0.8138;0.7096;0.5818;1445703.0;3.8;;26.0;26.7;0.6416;;0.6859;76353.0;1.089
2010-08-26;0.7692;0.717;0.6233;0.4281;1526876.0;3.4;;27.5;27.37;0.8086;;0.7839;136221.0;0.972
2010-08-27;0.6283;0.6127;0.6502;0.4872;1565012.0;4.0;;24.0;24.45;0.6236;;0.644;100474.0;1.065
2010-08-30;0.7306;0.5552;0.5171;0.4677;1599524.0;2.55;;27.5;27.21;0.8513;;0.8353;117739.0;1.017
2010-08-31;0.8121;0.6466;0.5371;0.4793;1610714.0;3.1;;26.0;26.05;0.8814;;0.8867;79547.0;1.192
2010-09-01;0.7341;0.7143;0.5972;0.4558;1657792.0;6.8;;24.0;23.89;0.7806;;0.772;106238.0;0.77
2010-09-02;0.6232;0.5987;0.5949;0.4533;1703688.0;6.93;;22.5;23.19;0.5399;;0.5799;120237.0;0.76
2010-09-03;0.6711;0.6913;0.5887;0.4121;1755847.0;7.4;;21.0;21.31;0.743;;0.7248;103332.0;0.802
2010-09-06;0.6711;0.6913;0.5887;0.4121;1755847.0;7.4;;21.0;21.31;0.743;;0.7248;;0.802
2010-09-07;0.6746;0.6189;0.558;0.4851;1771350.0;5.4;;24.0;23.8;0.6603;;0.6613;105365.0;0.903
2010-09-08;0.6944;0.6478;0.5983;0.4237;1764566.0;6.0;;22.5;23.25;0.6968;;0.6996;174112.0;0.95
2010-09-09;0.5841;0.6076;0.5263;0.4117;1788121.0;5.6;;22.5;22.81;0.6364;;0.6428;79324.0;0.832
2010-09-10;0.6636;0.6403;0.5643;0.4618;1904301.0;5.2;;22.5;21.99;0.6693;;0.6662;185169.0;0.951
2010-09-13;0.6892;0.6411;0.5817;0.4347;1979743.0;5.2;;21.0;21.21;0.6523;;0.6548;134934.0;0.859
2010-09-14;0.7038;0.5134;0.4358;0.5093;2032503.0;5.0;;21.0;21.56;0.5356;;0.5892;118752.0;0.896
2010-09-15;0.7525;0.5964;0.5114;0.4762;1244628.0;3.8;;22.5;22.1;0.7222;;0.7264;204317.0;1.059
2010-09-16;0.6807;0.6225;0.5464;0.4784;1255247.0;4.6;;21.0;21.72;0.6303;;0.673;174288.0;1.111
2010-09-17;0.7192;0.5725;0.5075;0.4545;1337050.0;3.65;;22.5;22.01;0.7245;;0.7045;163132.0;1.063
2010-09-20;0.6888;0.6238;0.4546;0.5025;1376411.0;4.0;;21.0;21.5;0.681;;0.6888;84015.0;0.977
2010-09-21;0.677;0.5972;0.5465;0.4356;1391473.0;3.0;;22.5;22.35;0.6827;;0.6798;71382.0;0.949
2010-09-22;0.7061;0.6369;0.5231;0.4204;1512777.0;3.4;;22.5;22.51;0.71;;0.7103;237472.0;0.84
2010-09-23;0.7552;0.667;0.5619;0.4403;1546087.0;3.15;;24.0;23.87;0.7694;;0.7636;89822.0;0.925
2010-09-24;0.6887;0.6163;0.4683;0.4415;1565446.0;3.8;;21.0;21.71;0.6866;;0.6956;76065.0;1.039
2010-09-27;0.729;0.631;0.5498;0.4761;1587929.0;2.9;;22.5;22.54;0.7519;;0.7533;85906.0;1.08
2010-09-28;0.6438;0.6217;0.5896;0.4272;1604419.0;2.6;;22.5;22.6;0.6395;;0.6476;66131.0;1.104
2010-09-29;0.6902;0.6006;0.5109;0.4617;1636542.0;2.9;;22.5;23.25;0.6589;;0.7115;57223.0;1.105
2010-09-30;0.6995;0.6658;0.5554;0.4767;1696003.0;2.52;;24.0;23.7;0.7074;;0.6888;140356.0;1.161
2010-10-01;0.6671;0.6567;0.5866;0.4554;1738436.0;6.0;;22.5;22.5;0.685;;0.685;136019.0;0.824
2010-10-04;0.765;0.6992;0.6191;0.4542;1782263.0;5.3;;24.0;23.53;0.75;;0.7509;153424.0;0.944
2010-10-05;0.6575;0.5848;0.5358;0.4287;1817521.0;5.3;;22.5;21.76;0.6999;;0.6487;149660.0;0.938
2010-10-06;0.6472;0.6181;0.5477;0.465;1866085.0;6.2;;21.0;21.49;0.6778;;0.688;117396.0;0.983
2010-10-07;0.651;0.6045;0.5901;0.4817;1926404.0;6.0;;21.0;21.56;0.6208;;0.6231;135970.0;0.916
2010-10-08;0.62;0.5983;0.5528;0.478;2080617.0;5.1;;21.0;20.71;0.6166;;0.6281;157223.0;0.895
2010-10-11;0.6252;0.5833;0.5307;0.4338;2137888.0;6.3;;19.0;18.96;0.664;;0.668;219694.0;0.983
2010-10-12;0.7166;0.5811;0.5326;0.5002;2242514.0;5.6;;19.0;18.93;0.724;;0.7106;198367.0;0.901
2010-10-13;0.6611;0.6006;0.5436;0.4475;2538259.0;4.94;;19.0;19.07;0.7024;;0.7001;401353.0;0.989
2010-10-14;0.7759;0.6671;0.6135;0.4407;2644834.0;4.6;;20.0;19.88;0.6565;;0.6737;234176.0;0.975
2010-10-15;0.5126;0.5209;0.5087;0.5861;2787712.0;5.2;;19.0;19.03;0.4386;;0.4422;253439.0;1.051
2010-10-18;0.5994;0.5614;0.4436;0.5334;2811292.0;4.6;;19.0;19.09;0.5921;;0.5994;163614.0;1.072
2010-10-19;0.8475;0.6697;0.5986;0.4867;2887899.0;4.1;;21.0;20.63;0.9307;;0.8534;187658.0;1.103
2010-10-20;0.8047;0.5495;0.4883;0.4689;2030590.0;3.5;;20.0;19.79;0.8221;;0.8218;163077.0;1.111
2010-10-21;0.8975;0.707;0.5518;0.5517;2163347.0;4.0;;19.0;19.27;0.9849;;0.9165;232002.0;1.173
2010-10-22;0.7016;0.5618;0.5702;0.5808;2241883.0;2.85;;19.0;18.78;0.7439;;0.7203;173686.0;1.069
2010-10-25;0.6827;0.5551;0.5711;0.4531;2268117.0;2.0;;20.0;19.85;0.7214;;0.7153;113710.0;1.14
2010-10-26;0.6951;0.6206;0.5906;0.444;2267740.0;2.24;;20.0;20.22;0.7079;;0.7158;72787.0;1.068
2010-10-27;0.7126;0.6465;0.6073;0.4901;2319908.0;2.0;;21.0;20.71;0.7513;;0.7341;147121.0;1.063
2010-10-28;0.6693;0.6374;0.5616;0.4592;2372974.0;1.75;;21.0;20.88;0.6731;;0.6755;112476.0;1.22
2010-10-29;0.6893;0.6418;0.5833;0.4599;2431203.0;1.75;;21.0;21.2;0.6906;;0.7044;149435.0;1.009
2010-11-01;0.7793;0.7051;0.6357;0.4186;2483337.0;3.4;;22.5;21.83;0.6945;;0.722;138454.0;0.851
2010-11-02;0.8039;0.6898;0.5919;0.4995;2565216.0;4.1;;21.0;21.57;0.7388;;0.7349;155156.0;0.854
2010-11-03;0.7171;0.6484;0.553;1.4908;2596477.0;3.5;;20.0;19.56;0.6658;;0.6887;178801.0;0.906
2010-11-04;0.655;0.5554;0.5251;0.4226;2767646.0;2.95;;19.0;18.52;0.5919;;0.5825;257150.0;0.868
2010-11-05;0.6081;0.5579;0.4275;0.5445;2787688.0;3.5;;18.0;18.26;0.5498;;0.561;116090.0;0.962
2010-11-08;0.642;0.5958;0.5809;0.4591;2821672.0;3.6;;18.0;18.29;0.5763;;0.6017;77967.0;0.855
2010-11-09;0.7233;0.6799;0.5837;0.4343;2900134.0;3.2;;19.0;19.08;0.6989;;0.6971;130025.0;0.934
2010-11-10;0.5925;0.6112;0.5798;0.5249;2964961.0;3.5;;18.0;18.47;0.5102;;0.5646;153947.0;0.844
2010-11-11;0.6972;0.5476;0.4485;0.6082;3030847.0;3.1;;19.0;18.64;0.6862;;0.6552;172794.0;0.984
2010-11-12;0.765;0.6422;0.5565;0.4921;3039215.0;2.7;;21.0;20.61;0.6889;;0.6725;152236.0;0.905
2010-11-15;0.7821;0.5645;0.5272;0.4463;3087891.0;3.1;;20.0;20.2;0.72;;0.7259;215989.0;1.005
2010-11-16;0.8458;0.7188;0.647;0.5315;3120969.0;2.6;;22.5;22.58;0.8527;;0.8552;277047.0;0.977
2010-11-17;0.834;0.6922;0.6083;0.4507;2184723.0;2.24;;22.5;21.76;0.8348;;0.8104;169217.0;1.032
2010-11-18;0.6917;0.6556;0.4367;0.5212;2255102.0;2.75;;19.0;18.75;0.6905;;0.6869;201930.0;1.05
2010-11-19;0.6248;0.668;0.5657;0.3923;2351963.0;3.1;;18.0;18.04;0.6257;;0.6291;475952.0;1.057
2010-11-22;0.6651;0.7011;0.679;0.4916;2358904.0;2.5;;18.0;18.37;0.627;;0.6651;209372.0;0.995
2010-11-23;0.7982;0.6732;0.5649;0.4914;2455978.0;1.8;;21.0;20.63;0.8075;;0.8023;141726.0;1.045
2010-11-24;0.7654;0.6488;0.5331;0.4359;2525098.0;1.65;;20.0;19.56;0.7816;;0.7729;174851.0;1.186
2010-11-25;0.7654;0.6488;0.5331;0.4359;2525098.0;1.65;;20.0;19.56;0.7816;;0.7729;;1.186
2010-11-26;0.8571;0.6852;0.5744;0.4948;2654048.0;1.5;;22.5;22.22;0.8831;;0.8809;188137.0;1.109
2010-11-29;0.8533;0.6758;0.5719;0.484;2687643.0;2.1;;21.0;21.53;0.8676;;0.8978;121711.0;1.154
2010-11-30;0.9513;0.7418;0.6066;0.4933;2757284.0;2.0;;24.0;23.54;1.0253;;1.0082;194420.0;1.247
2010-12-01;0.8578;0.6816;0.5693;0.4498;2771726.0;4.8;;21.0;21.36;0.7318;;0.7437;79570.0;0.927
2010-12-02;0.7906;0.6894;0.583;0.4942;2819454.0;4.9;;19.0;19.39;0.7676;;0.7645;204983.0;0.923
2010-12-03;0.6912;0.6182;0.5734;0.5957;2920619.0;4.7;;18.0;18.01;0.6555;;0.6557;219473.0;0.997
2010-12-06;0.6847;0.6309;0.5978;0.4809;2930230.0;4.2;;18.0;18.02;0.6556;;0.6566;160803.0;0.984
2010-12-07;0.6579;0.568;0.4737;0.2407;2974211.0;4.0;;18.0;17.99;0.6234;;0.6233;244173.0;0.891
2010-12-08;0.6919;0.6437;0.6862;0.381;3023342.0;3.6;;18.0;17.74;0.727;;0.6939;199145.0;0.954
2010-12-09;0.6491;0.6528;0.5772;0.5658;3068728.0;3.8;;17.0;17.25;0.6782;;0.6785;206161.0;0.917
2010-12-10;0.6456;0.649;0.6087;0.4798;3126678.0;2.9;;18.0;17.61;0.6507;;0.6343;126074.0;1.072
2010-12-13;0.6365;0.581;0.583;0.4698;3209455.0;3.1;;18.0;17.55;0.6818;;0.6474;237126.0;0.86
2010-12-14;0.6129;0.5541;0.6361;0.3845;3207610.0;3.2;;18.0;17.61;0.6831;;0.6474;273578.0;1.057
2010-12-15;0.5978;0.6151;0.5776;0.5066;3211940.0;3.33;;18.0;17.94;0.615;;0.6138;311173.0;1.08
2010-12-16;0.6111;0.6258;0.6549;0.4872;3391373.0;3.8;;17.0;17.39;0.5703;;0.6131;370666.0;1.064
2010-12-17;0.6532;0.5489;0.501;0.4158;3393345.0;4.3;;16.0;16.11;0.649;;0.649;340521.0;1.119
2010-12-20;0.6013;0.5256;0.6015;0.3449;3417098.0;3.9;;16.0;16.41;0.5917;;0.6013;153151.0;1.03
2010-12-21;0.6198;0.6223;0.6552;0.3981;3414408.0;3.5;;16.0;16.49;0.5666;;0.62;156250.0;1.141
2010-12-22;0.7277;0.5947;0.5719;0.3859;2403882.0;4.2;;15.0;15.45;0.7375;;0.7375;231819.0;1.149
2010-12-23;0.7836;0.6685;0.6517;0.6436;2461914.0;4.4;;16.0;16.47;0.9111;;0.7979;110933.0;1.013
2010-12-24;0.7836;0.6685;0.6517;0.6436;2461914.0;4.4;;16.0;16.47;0.9111;;0.7979;;1.013
2010-12-27;0.6408;0.6709;0.5368;0.556;2483555.0;2.95;;18.0;17.67;0.6761;;0.6117;50060.0;1.034
2010-12-28;0.6311;0.6218;0.5808;0.5845;2501626.0;3.0;;18.0;17.52;0.6602;;0.6275;53106.0;1.049
2010-12-29;0.7055;0.5815;0.6006;0.5634;2537765.0;3.7;;17.0;17.28;0.804;;0.7757;68727.0;0.987
2010-12-30;0.6876;0.6001;0.5287;0.4974;2586991.0;2.7;;18.0;17.52;0.7372;;0.7025;99538.0;1.066
2010-12-31;0.7858;0.6289;0.5732;0.5308;2566988.0;2.55;;18.0;17.75;0.8649;;0.871;56899.0;1.235
2011-01-03;0.5864;0.5318;0.4895;0.4195;2719115.0;3.9;;18.0;17.61;0.6063;;0.536;243513.0;0.952
2011-01-04;0.5808;0.5481;0.5412;0.5536;2770312.0;4.58;;17.0;17.38;0.5547;;0.5851;273337.0;1.006
2011-01-05;0.5188;0.4341;0.5024;0.5261;2853740.0;4.1;;17.0;17.02;0.4081;;0.4115;319340.0;1.001
2011-01-06;0.7412;0.6131;0.5233;0.5373;2937700.0;4.5;;17.0;17.4;0.7454;;0.7313;207416.0;0.995
2011-01-07;0.6587;0.5564;0.5366;0.4475;2952975.0;4.4;;17.0;17.14;0.6379;;0.6289;130273.0;0.985
2011-01-10;0.5977;0.6437;0.5818;0.4942;3061374.0;3.5;;18.0;17.54;0.5975;;0.5936;264800.0;1.007
2011-01-11;0.5962;0.6061;0.545;0.449;3114381.0;3.8;;17.0;16.89;0.6119;;0.6062;283325.0;0.991
2011-01-12;0.5371;0.592;0.5703;0.4684;3238293.0;3.7;;16.0;16.24;0.536;;0.554;253652.0;0.916
2011-01-13;0.643;0.5864;0.5521;0.5246;3340254.0;3.71;;16.0;16.39;0.6619;;0.6387;276918.0;1.018
2011-01-14;0.4715;0.5128;0.6154;0.3286;3487574.0;3.51;;15.0;15.46;0.372;;0.4741;356902.0;0.925
2011-01-17;0.4715;0.5128;0.6154;0.3286;3487574.0;3.51;;15.0;15.46;0.372;;0.4741;;0.925
2011-01-18;0.6195;0.5543;0.585;0.6272;3618292.0;2.4;;16.0;15.87;0.6302;;0.622;435553.0;1.188
2011-01-19;0.7371;0.6411;0.5627;0.5392;2696577.0;2.53;;17.0;17.31;0.7326;;0.7437;432967.0;1.076
2011-01-20;0.7493;0.6039;0.6344;0.4026;2800614.0;1.9;;18.0;17.99;0.7673;;0.7674;170685.0;1.079
2011-01-21;0.7983;0.65;0.5711;0.5715;2844761.0;2.05;;18.0;18.47;0.7976;;0.8203;177114.0;1.079
2011-01-24;0.7298;0.6103;0.5281;0.5077;2898662.0;1.65;;18.0;17.65;0.7752;;0.7601;144902.0;1.143
2011-01-25;0.7306;0.6613;0.5957;0.5632;2978846.0;1.5;;18.0;17.59;0.7742;;0.7485;170547.0;1.035
2011-01-26;0.6746;0.6003;0.586;0.5046;3040101.0;1.55;;17.0;16.64;0.7389;;0.7099;170012.0;1.013
2011-01-27;0.6337;0.554;0.4884;0.4914;3090302.0;1.8;;16.0;16.15;0.6497;;0.6587;233325.0;1.134
2011-01-28;0.9496;0.7273;0.5991;0.4459;3216072.0;1.5;;20.0;20.04;1.0509;;1.0509;328556.0;1.103
2011-01-31;0.7777;0.6696;0.5942;0.5291;3247166.0;1.2;;20.0;19.53;0.8247;;0.8247;173638.0;1.172
2011-02-01;0.7606;0.6263;0.5586;0.4462;3436655.0;2.75;;18.0;17.63;0.7071;;0.6914;283366.0;1.018
2011-02-02;0.6966;0.6372;0.5713;0.508;3362289.0;3.1;;17.0;17.3;0.6864;;0.6864;115977.0;0.937
2011-02-03;0.6516;0.5674;0.5248;0.5319;3375891.0;3.0;;17.0;16.69;0.6215;;0.6215;124368.0;0.969
2011-02-04;0.548;0.5402;0.5515;0.4304;3510282.0;3.2;;16.0;15.93;0.5419;;0.5457;256776.0;0.965
2011-02-07;0.6317;0.5878;0.5367;0.4282;3614576.0;2.95;;16.0;16.28;0.6185;;0.63;264322.0;0.953
2011-02-08;0.5545;0.5425;0.5363;0.4684;3632279.0;2.7;;16.0;15.81;0.5936;;0.5793;129461.0;1.032
2011-02-09;0.5663;0.5415;0.548;0.5075;3656259.0;2.7;;16.0;15.87;0.5773;;0.5775;142271.0;0.96
2011-02-10;0.5905;0.5129;0.5093;0.6554;3791527.0;2.7;;16.0;16.09;0.5607;;0.5723;357491.0;1.146
2011-02-11;0.6436;0.4875;0.5101;0.4461;3822908.0;2.5;;16.0;15.69;0.5664;;0.5353;235868.0;0.972
2011-02-14;0.5628;0.5736;0.515;0.5084;3869354.0;2.3;;16.0;15.95;0.5675;;0.5628;145837.0;1.145
2011-02-15;0.6922;0.61;0.5422;0.5457;4007926.0;2.43;;16.0;16.37;0.6651;;0.695;362094.0;1.153
2011-02-16;0.6095;0.4642;0.396;0.412;2830877.0;2.05;;17.0;16.72;0.6488;;0.6192;233516.0;0.967
2011-02-17;0.6094;0.5305;0.4771;0.4027;2944410.0;2.15;;17.0;16.59;0.6532;;0.6173;267719.0;1.146
2011-02-18;0.5858;0.5435;0.492;0.5275;2968245.0;2.85;;16.0;16.43;0.5426;;0.5914;295446.0;1.121
2011-02-21;0.5858;0.5435;0.492;0.5275;2968245.0;2.85;;16.0;16.43;0.5426;;0.5914;;1.121
2011-02-22;0.956;0.7812;0.6485;0.545;3008359.0;2.15;;21.0;20.8;1.0034;;1.0031;312444.0;1.218
2011-02-23;1.0194;0.7819;0.6536;0.5503;3142149.0;2.25;;22.5;22.13;1.11;;1.0948;423404.0;1.207
2011-02-24;0.9496;0.7834;0.6777;0.5727;3148131.0;2.45;;21.0;21.32;0.9932;;1.0084;334235.0;1.189
2011-02-25;0.836;0.6821;0.6005;0.5038;3179693.0;2.25;;19.0;19.22;0.8888;;0.8983;202357.0;1.173
2011-02-28;0.7401;0.6129;0.5368;0.5006;3192382.0;1.92;;18.0;18.35;0.768;;0.8002;127119.0;1.154
2011-03-01;0.881;0.7165;0.6131;0.5591;3232165.0;2.8;;21.0;21.01;0.7707;;0.7709;224383.0;0.93
2011-03-02;0.877;0.7306;0.6606;0.5091;3341359.0;2.7;;21.0;20.7;0.7651;;0.7527;413371.0;0.942
2011-03-03;0.7566;0.659;0.589;0.5166;3327638.0;3.0;;19.0;18.6;0.7031;;0.6817;242543.0;0.933
2011-03-04;0.7235;0.6702;0.6264;0.552;3370611.0;3.2;;19.0;19.06;0.6671;;0.67;441449.0;0.929
2011-03-07;0.825;0.7199;0.6578;0.5048;3341640.0;2.75;;21.0;20.66;0.7826;;0.7591;348021.0;0.938
2011-03-08;0.7489;0.6947;0.6196;0.5038;3278441.0;2.8;;20.0;19.82;0.7074;;0.7003;170735.0;0.902
2011-03-09;0.7528;0.6832;0.6049;0.5202;3292706.0;3.1;;20.0;20.22;0.7284;;0.7325;128046.0;1.004
2011-03-10;0.8194;0.7289;0.6458;0.5556;3339622.0;2.45;;22.5;21.88;0.7755;;0.7646;447666.0;0.814
2011-03-11;0.6668;0.6304;0.5994;0.6065;3384970.0;3.1;;20.0;20.08;0.6763;;0.6803;264503.0;0.878
2011-03-14;0.7395;0.6908;0.6419;0.558;3408012.0;2.75;;21.0;21.13;0.7347;;0.7377;498013.0;0.899
2011-03-15;0.937;0.7943;0.6914;0.6389;3500333.0;2.25;;24.0;24.32;0.8498;;0.8479;819042.0;0.929
2011-03-16;1.2721;0.9865;0.856;0.6143;2267045.0;2.1;;29.0;29.4;1.245;;1.2245;632075.0;1.218
2011-03-17;1.0857;0.8853;0.7743;0.6271;2314664.0;2.0;;27.5;26.37;1.0969;;1.059;570698.0;1.148
2011-03-18;0.9954;0.8473;0.776;0.597;2262996.0;2.4;;24.0;24.44;0.9605;;0.9806;238481.0;1.136
2011-03-21;0.7931;0.6985;0.6212;0.5446;2352854.0;2.3;;21.0;20.61;0.8099;;0.7931;247098.0;1.015
2011-03-22;0.7723;0.6633;0.6265;0.5547;2524807.0;2.65;;20.0;20.21;0.763;;0.7762;457546.0;0.955
2011-03-23;0.7672;0.6879;0.6061;0.4923;2563439.0;2.55;;19.0;19.17;0.7642;;0.7723;227173.0;1.041
2011-03-24;0.6278;0.646;0.5814;0.5269;2627763.0;2.53;;18.0;18.0;0.624;;0.624;237797.0;1.049
2011-03-25;0.6976;0.654;0.5968;0.504;2683153.0;2.5;;18.0;17.91;0.7041;;0.7032;292058.0;1.026
2011-03-28;0.8144;0.6862;0.6187;0.5105;2655836.0;2.35;;19.0;19.44;0.8091;;0.8513;138837.0;1.141
2011-03-29;0.7594;0.6269;0.5903;0.5373;2697607.0;2.45;;18.0;18.16;0.801;;0.8038;105815.0;1.085
2011-03-30;0.6879;0.6131;0.5582;0.5298;2787555.0;2.1;;18.0;17.71;0.7518;;0.7117;260691.0;1.061
2011-03-31;0.6615;0.602;0.5683;0.4902;2799975.0;2.05;;18.0;17.74;0.7155;;0.6824;123708.0;1.092
2011-04-01;0.6317;0.5718;0.5022;0.4761;2835387.0;4.0;;17.0;17.4;0.5975;;0.605;211022.0;0.919
2011-04-04;0.6231;0.5853;0.557;0.48;2872429.0;3.7;;17.0;17.5;0.5898;;0.6192;128465.0;0.938
2011-04-05;0.6064;0.5397;0.508;0.4477;2947833.0;3.5;;17.0;17.25;0.5256;;0.5659;173359.0;0.905
2011-04-06;0.5555;0.5399;0.523;0.4166;3042167.0;3.5;;17.0;16.9;0.53;;0.53;204431.0;0.931
2011-04-07;0.5631;0.5714;0.5481;0.4653;3115659.0;3.7;;17.0;17.11;0.5551;;0.5638;151965.0;0.951
2011-04-08;0.6523;0.59;0.5688;0.4215;3238426.0;3.3;;18.0;17.87;0.6289;;0.6243;280373.0;0.917
2011-04-11;0.4775;0.5676;0.5411;0.4834;3190205.0;3.8;;17.0;16.59;0.5817;;0.5516;101638.0;0.935
2011-04-12;0.5358;0.513;0.5109;0.4628;3239649.0;3.9;;17.0;17.09;0.4913;;0.5042;171224.0;1.02
2011-04-13;0.5825;0.4683;0.5266;0.4836;3322144.0;3.57;;17.0;16.92;0.4859;;0.4859;474387.0;1.027
2011-04-14;0.5261;0.5043;0.493;0.5283;3396106.0;4.1;;16.0;16.27;0.5708;;0.5708;226527.0;0.934
2011-04-15;0.4506;0.5374;0.422;0.5199;3426831.0;4.7;;15.0;15.32;0.4357;;0.4357;155611.0;0.918
2011-04-18;0.6468;0.5348;0.5644;0.4721;3530246.0;3.6;;17.0;16.96;0.6489;;0.6468;318934.0;0.98
2011-04-19;0.4665;0.4678;0.5007;0.4336;3572883.0;3.3;;16.0;15.83;0.4882;;0.4666;283931.0;1.044
2011-04-20;0.5871;0.5026;0.4763;0.4792;2503274.0;3.4;;15.0;15.07;0.5898;;0.5933;294759.0;1.06
2011-04-21;0.5304;0.5105;0.4418;0.4234;2544109.0;3.12;;15.0;14.69;0.5314;;0.5314;193499.0;1.08
2011-04-22;0.5304;0.5105;0.4418;0.4234;2544109.0;3.12;;15.0;14.69;0.5314;;0.5314;;1.08
2011-04-25;0.6556;0.5432;0.4789;0.4494;2562960.0;2.1;;16.0;15.77;0.7064;;0.6851;96291.0;1.104
