VIXC.SERIESP;O1;O2;O3;O6;OI;OM;ON;OS;OU;OV;OY;VI;VM;VX
2011-06-17;0.9282;0.8126;0.7214;0.5195;1083487.0;3.01;;22.5;21.85;0.9336;;0.9166;103945.0;0.761
2011-06-20;0.8469;0.7593;0.6689;0.5104;1153000.0;1.73;;20.0;19.99;0.8475;;0.8469;85906.0;0.772
2011-06-21;0.8309;0.7555;0.665;0.5114;1148437.0;1.4;;19.0;18.86;0.8466;;0.8333;54613.0;0.83
2011-06-22;0.8066;0.7646;0.6329;0.4927;1236846.0;1.25;;19.0;18.52;0.8517;;0.8085;127311.0;0.752
2011-06-23;0.8358;0.7406;0.6634;0.501;1267419.0;1.35;;19.0;19.29;0.8337;;0.8457;105524.0;0.774
2011-06-24;1.0087;0.8604;0.7277;0.541;1313851.0;2.25;;21.0;21.1;1.021;;1.029;91114.0;0.87
2011-06-27;0.9345;0.8169;0.6984;0.531;1232105.0;2.25;;21.0;20.56;0.9856;;0.9615;37652.0;0.86
2011-06-28;0.8344;0.7425;0.6457;0.5151;1230448.0;1.35;;19.0;19.17;0.8479;;0.8578;60903.0;0.741
2011-06-29;0.7182;0.6663;0.5827;0.4725;1254095.0;0.57;;17.0;17.27;0.6993;;0.7281;123558.0;0.888
2011-06-30;0.6351;0.6337;0.5659;0.4687;1298354.0;0.75;;17.0;16.52;0.6695;;0.6217;133319.0;0.759
2011-07-01;0.5968;0.5813;0.5254;0.4465;1380959.0;0.7;;16.0;15.87;0.615;;0.6057;256016.0;0.802
2011-07-04;0.5968;0.5813;0.5254;0.4465;1380959.0;0.7;;16.0;15.87;0.615;;0.6057;;0.802
2011-07-05;0.6224;0.6048;0.5446;0.4405;1461104.0;0.63;;16.0;16.06;0.6268;;0.6321;153109.0;0.837
2011-07-06;0.6787;0.602;0.527;0.4453;1425323.0;0.58;;16.0;16.34;0.6385;;0.6648;65315.0;0.682
2011-07-07;0.6585;0.5783;0.5176;0.4211;1422962.0;0.68;;16.0;15.95;0.6344;;0.6312;103443.0;0.714
2011-07-08;0.6544;0.5855;0.5157;0.4474;1430071.0;0.6;;16.0;15.95;0.6531;;0.6475;78901.0;0.707
2011-07-11;0.908;0.7368;0.6315;0.456;1475949.0;1.3;;18.0;18.39;0.8451;;0.8426;116093.0;0.78
2011-07-12;0.8826;0.7816;0.6741;0.5074;1505912.0;2.1;;20.0;19.87;0.8444;;0.8396;119253.0;0.75
2011-07-13;0.8917;0.7836;0.6665;0.5047;1496195.0;2.1;;20.0;19.91;0.8655;;0.8602;108896.0;0.79
2011-07-14;0.9515;0.8021;0.6867;0.5126;1529789.0;2.5;;21.0;20.8;0.9212;;0.9085;137265.0;0.835
2011-07-15;0.8209;0.7284;0.6313;0.4951;1600198.0;1.86;;20.0;19.53;0.8198;;0.803;183003.0;0.759
2011-07-18;0.9409;0.8065;0.6695;0.5126;1657941.0;2.25;;21.0;20.95;0.9427;;0.9409;147690.0;0.911
2011-07-19;0.8151;0.7299;0.6349;0.4979;1700434.0;1.4;;19.0;19.21;0.8104;;0.8179;153751.0;0.892
2011-07-20;0.7507;0.7116;0.6297;0.4991;1105065.0;1.4;;19.0;19.09;0.7471;;0.7533;77453.0;0.754
2011-07-21;0.6951;0.6362;0.5792;0.4798;1161648.0;1.25;;18.0;17.56;0.7286;;0.701;94907.0;0.763
2011-07-22;0.7207;0.6329;0.5642;0.4802;1270145.0;1.35;;18.0;17.52;0.7722;;0.7324;103732.0;0.748
2011-07-25;0.8918;0.7481;0.626;0.5031;1262120.0;1.55;;19.0;19.35;0.8997;;0.9255;30548.0;0.796
2011-07-26;0.9611;0.7757;0.6524;0.5208;1292756.0;2.1;;20.0;20.23;0.9901;;1.0122;97451.0;0.812
2011-07-27;1.2422;0.9231;0.7481;0.5595;1364084.0;3.5;;22.5;22.98;1.3603;;1.3436;131267.0;0.864
2011-07-28;1.1901;0.9227;0.7902;0.5698;1490635.0;4.3;;24.0;23.74;1.2961;;1.2879;202928.0;0.964
2011-07-29;1.2988;0.9012;0.803;0.5528;1567108.0;5.5;;25.0;25.25;1.4787;;1.4727;162962.0;1.066
2011-08-01;1.2391;0.9051;0.7514;0.5563;1609817.0;5.2;;24.0;23.66;0.9752;;0.9636;149678.0;0.778
2011-08-02;1.3005;0.9909;0.8003;0.6073;1641071.0;5.4;;25.0;24.79;1.0757;;1.0745;144240.0;0.782
2011-08-03;1.1731;0.9174;0.7522;0.5493;1712310.0;4.6;;24.0;23.38;1.0263;;0.9946;172364.0;0.848
2011-08-04;1.6179;1.176;0.9376;0.6632;1750528.0;9.5;;32.5;31.66;1.3339;;1.2924;193061.0;0.951
2011-08-05;1.4419;1.0816;0.9234;0.5817;1843947.0;8.7;;32.5;32.0;1.1766;;1.168;278107.0;0.952
2011-08-08;1.8994;1.3118;1.1314;0.7938;1975477.0;19.1;;47.5;48.0;1.3944;;1.442;282206.0;1.105
2011-08-09;1.2658;1.0647;0.7524;0.6312;2110243.0;10.7;;35.0;35.06;1.0334;;1.0333;338131.0;0.924
2011-08-10;1.4879;1.3382;1.1025;0.7858;2199964.0;15.5;;42.5;42.99;1.3326;;1.3262;331704.0;1.015
2011-08-11;1.5469;1.1582;0.9634;0.6953;2304321.0;13.9;;40.0;39.0;1.2659;;1.3039;329646.0;1.027
2011-08-12;1.321;1.1037;0.9367;0.6459;2364108.0;11.4;;37.5;36.36;1.2052;;1.2209;207895.0;1.028
2011-08-15;1.2155;0.9861;0.825;0.6006;2464707.0;7.7;;32.5;31.87;1.1059;;1.1132;203598.0;0.938
2011-08-16;1.0932;1.016;0.8487;0.5986;2546149.0;7.54;;32.5;32.85;1.1097;;1.1275;228500.0;0.808
2011-08-17;1.1832;0.9978;0.8322;0.6127;1438373.0;7.05;;32.5;31.58;1.1777;;1.1523;235210.0;0.809
2011-08-18;1.1511;1.0702;0.9101;0.6886;1538440.0;11.07;;42.5;42.67;1.131;;1.1403;290818.0;0.867
2011-08-19;1.2741;1.0571;0.8932;0.6691;1655148.0;10.2;;42.5;43.05;1.2608;;1.2524;198004.0;0.977
2011-08-22;1.2149;1.0529;1.0053;0.707;1732192.0;9.1;;42.5;42.44;1.2157;;1.2149;154681.0;0.98
2011-08-23;1.0685;0.9324;0.8072;0.6412;1773158.0;6.3;;37.5;36.27;1.1139;;1.073;162733.0;0.891
2011-08-24;1.1006;0.9015;0.589;0.1024;1851751.0;4.93;;35.0;35.9;1.0862;;1.1125;134281.0;0.9
2011-08-25;1.2557;1.045;0.8738;0.6659;2013530.0;8.3;;40.0;39.76;1.2839;;1.2769;271796.0;1.009
2011-08-26;1.1116;0.9546;0.8087;0.5893;2229506.0;4.65;;35.0;35.59;1.1175;;1.1321;351519.0;0.943
2011-08-29;0.9879;0.8838;0.7524;0.6219;2226696.0;3.7;;32.5;32.28;1.0096;;1.0046;96687.0;0.924
2011-08-30;1.0096;0.9174;0.7813;0.6053;2228281.0;3.2;;32.5;32.89;1.0019;;1.0235;66722.0;0.893
2011-08-31;0.9466;0.85;0.7511;0.6084;2280733.0;3.5;;32.5;31.62;0.9947;;0.9721;230851.0;0.881
2011-09-01;0.9474;0.8523;0.7517;0.5822;2299615.0;5.2;;32.5;31.82;0.9295;;0.9024;101831.0;0.732
2011-09-02;0.9548;0.8798;0.7733;0.609;2335798.0;6.37;;35.0;33.92;0.991;;0.9434;116525.0;0.712
2011-09-05;0.9548;0.8798;0.7733;0.609;2335798.0;6.37;;35.0;33.92;0.991;;0.9434;;0.712
2011-09-06;1.08;0.8855;0.7763;0.5872;2435824.0;7.6;;37.5;37.0;1.0222;;1.0129;242936.0;0.811
2011-09-07;0.9168;0.8561;0.7647;0.5969;2468011.0;4.5;;32.5;33.38;0.9075;;0.9303;87503.0;0.793
2011-09-08;0.9681;0.9119;0.8118;0.5918;2532789.0;6.0;;35.0;34.32;0.9863;;0.9773;145596.0;0.835
2011-09-09;1.0621;0.9342;0.8396;0.6129;2558607.0;6.5;;37.5;38.52;1.0237;;1.0376;157084.0;0.857
2011-09-12;0.9138;0.8148;0.8117;0.616;2610748.0;4.97;;37.5;38.59;0.7771;;0.8677;165308.0;0.819
2011-09-13;0.9853;0.8661;0.808;0.6138;2628353.0;5.7;;37.5;36.91;0.9701;;0.9703;134841.0;0.863
2011-09-14;0.93;0.8736;0.7822;0.5931;2679856.0;4.47;;35.0;34.6;0.9378;;0.9275;171991.0;0.89
2011-09-15;0.8995;0.7969;0.7425;0.5762;2716317.0;3.6;;32.5;31.97;0.9175;;0.8995;187078.0;0.81
2011-09-16;0.8776;0.7609;0.738;0.5538;2841206.0;2.3;;30.0;30.98;0.8488;;0.8693;241882.0;0.838
2011-09-19;0.9115;0.8271;0.7759;0.5545;2818127.0;3.1;;32.5;32.73;0.9055;;0.9115;155622.0;0.8
2011-09-20;0.8832;0.8475;0.7785;0.5469;2867927.0;3.0;;32.5;32.86;0.8752;;0.8842;188525.0;0.801
2011-09-21;1.2909;1.0343;0.8252;0.5772;1582501.0;6.3;;37.5;37.32;1.3296;;1.3085;208804.0;0.879
2011-09-22;1.1071;0.9171;0.8219;0.6585;1692193.0;7.3;;42.5;41.35;1.1479;;1.128;221764.0;0.927
2011-09-23;1.1086;0.9455;0.8507;0.6537;1818633.0;5.1;;40.0;41.25;1.0937;;1.1326;231935.0;0.932
2011-09-26;1.072;0.9405;0.8361;0.6046;1911042.0;5.8;;40.0;39.02;1.1363;;1.1058;202994.0;0.964
2011-09-27;1.0381;0.9218;0.8335;0.6274;1936862.0;4.3;;37.5;37.71;1.0709;;1.0738;88722.0;0.984
2011-09-28;1.1828;1.0338;0.909;0.6476;2032023.0;4.75;;40.0;41.08;1.1675;;1.2343;153019.0;0.945
2011-09-29;1.0497;0.8787;0.7911;0.6291;2093132.0;5.05;;40.0;38.84;1.1713;;1.1268;106287.0;0.96
2011-09-30;1.1395;1.0037;0.8482;0.6511;2170210.0;4.7;;42.5;42.96;1.1663;;1.1795;212568.0;0.966
2011-10-03;1.1442;0.9929;0.8922;0.6571;2282827.0;8.78;;45.0;45.45;1.0616;;1.0666;197791.0;0.857
2011-10-04;1.0474;0.8861;0.7365;0.6762;2330294.0;6.1;;40.0;40.82;0.9505;;0.9538;188400.0;0.885
2011-10-05;0.9993;0.8621;0.7837;0.6421;2382880.0;5.2;;37.5;37.81;0.9154;;0.9177;174674.0;0.809
2011-10-06;0.9665;0.8503;0.774;0.6188;2384105.0;5.2;;37.5;36.27;0.8871;;0.8904;108893.0;0.832
2011-10-07;0.9528;0.8423;0.7712;0.6183;2424651.0;3.7;;35.0;36.2;0.8879;;0.8955;137770.0;0.778
2011-10-10;0.8602;0.7822;0.7061;0.5976;2461626.0;2.9;;32.5;33.02;0.8212;;0.8314;117758.0;0.794
2011-10-11;0.8856;0.8081;0.751;0.6103;2658964.0;3.1;;32.5;32.86;0.8672;;0.8633;432469.0;0.801
2011-10-12;0.8875;0.845;0.7218;0.6139;2710143.0;4.05;;32.5;31.26;0.888;;0.8697;395450.0;0.829
2011-10-13;0.872;0.7822;0.7197;0.5972;2678371.0;2.61;;30.0;30.7;0.8541;;0.8545;95052.0;0.884
2011-10-14;0.8475;0.7928;0.7183;0.563;2696539.0;2.1;;27.5;28.24;0.8643;;0.8446;210156.0;0.834
2011-10-17;1.0863;0.9786;0.8103;0.6323;2663331.0;3.8;;32.5;33.39;1.075;;1.0863;103875.0;0.987
2011-10-18;0.9958;0.8749;0.7551;0.6061;2686675.0;4.4;;32.5;31.56;1.0088;;0.9999;143504.0;0.906
2011-10-19;1.082;0.9502;0.797;0.6845;1841372.0;4.8;;35.0;34.44;1.1035;;1.0907;94273.0;1.138
2011-10-20;1.0592;0.9424;0.7976;0.6117;1921256.0;4.5;;35.0;34.78;1.0743;;1.0708;222557.0;0.958
2011-10-21;0.9815;0.8542;0.7261;0.5892;1978268.0;3.9;;32.5;31.32;1.0069;;0.9984;178786.0;0.911
2011-10-24;0.9534;0.8534;0.7179;0.6547;1997161.0;2.48;;29.0;29.26;0.9682;;0.9758;146822.0;0.934
2011-10-25;1.0691;0.9307;0.8162;0.6174;2038265.0;3.6;;32.5;32.22;1.118;;1.1067;152487.0;1.068
2011-10-26;0.9973;0.8381;0.7386;0.6171;2085749.0;2.8;;30.0;29.86;1.0554;;1.0482;146258.0;0.994
2011-10-27;0.9552;0.8232;0.7132;0.5711;2164374.0;1.8;;25.0;25.46;0.9894;;0.9993;431747.0;0.978
2011-10-28;0.9175;0.8099;0.7012;0.571;2278473.0;1.65;;25.0;24.53;0.963;;0.9551;293322.0;0.943
2011-10-31;1.1104;0.9478;0.8366;0.6796;2192376.0;3.0;;30.0;29.96;1.1884;;1.1866;97845.0;1.048
2011-11-01;1.2402;1.0014;0.8594;0.6734;2278394.0;7.3;;35.0;34.77;1.0747;;1.0732;285321.0;0.938
2011-11-02;1.1519;0.9598;0.8335;0.6378;2305178.0;5.8;;32.5;32.74;1.0241;;1.0241;171304.0;0.91
2011-11-03;1.0948;0.939;0.8162;0.5887;2323210.0;4.6;;30.0;30.5;0.9892;;0.9986;107466.0;0.905
2011-11-04;1.0983;0.9404;0.8059;0.6233;2328440.0;4.4;;30.0;30.16;1.0155;;1.0162;40476.0;0.882
2011-11-07;1.1027;0.9199;0.811;0.6152;2338052.0;4.3;;30.0;29.85;1.0143;;1.0053;62330.0;0.908
2011-11-08;0.9819;0.8492;0.7718;0.5995;2408481.0;3.15;;27.5;27.48;0.9351;;0.9339;177913.0;0.839
2011-11-09;1.2935;1.0234;0.8829;0.6882;2460224.0;6.1;;35.0;36.16;1.15;;1.1873;199745.0;0.951
2011-11-10;1.122;0.9551;0.8319;0.6408;2498170.0;5.0;;32.5;32.81;1.0536;;1.0622;173357.0;0.932
2011-11-11;0.9792;0.8695;0.7949;0.6223;2520406.0;3.85;;30.0;30.04;0.9983;;0.9993;121243.0;0.87
2011-11-14;1.1117;0.8939;0.8119;0.6165;2502549.0;3.55;;30.0;31.13;1.0193;;1.0415;212944.0;0.854
2011-11-15;0.9924;0.9138;0.8269;0.6083;2485189.0;3.5;;30.0;31.22;1.0144;;1.041;151664.0;0.943
2011-11-16;1.1326;0.9489;0.8868;0.6081;1607864.0;4.25;;32.5;33.51;1.08;;1.102;178049.0;0.932
2011-11-17;1.1629;0.931;0.8352;0.6432;1601787.0;5.4;;35.0;34.51;1.1409;;1.132;125529.0;0.948
2011-11-18;0.9893;0.873;0.8012;0.6256;1652268.0;3.9;;32.5;32.0;0.9872;;0.9777;125906.0;0.881
2011-11-21;0.9808;0.8966;0.8305;0.6207;1629937.0;3.4;;32.5;32.91;0.9708;;0.9808;53656.0;0.885
2011-11-22;0.9946;0.878;0.8158;0.635;1658438.0;3.8;;32.5;31.97;1.0192;;0.9987;62173.0;0.891
2011-11-23;1.0485;0.9;0.843;0.6595;1688599.0;4.9;;35.0;33.98;1.1032;;1.0594;99122.0;0.888
2011-11-24;1.0485;0.9;0.843;0.6595;1688599.0;4.9;;35.0;33.98;1.1032;;1.0594;;0.888
2011-11-25;1.0397;0.9318;0.8621;0.6447;1690774.0;4.21;;35.0;34.47;1.0728;;1.0553;59059.0;0.899
2011-11-28;0.9456;0.8714;0.8382;0.609;1701121.0;3.4;;32.5;32.13;0.9761;;0.9698;44621.0;0.846
2011-11-29;0.9189;0.8376;0.7905;0.6125;1708340.0;2.2;;30.0;30.64;0.9423;;0.9465;53375.0;0.876
2011-11-30;0.8806;0.8009;0.7536;0.6023;1735157.0;2.0;;27.5;27.8;0.9005;;0.9112;132740.0;0.895
2011-12-01;0.858;0.7905;0.7433;0.5954;1816587.0;1.95;;27.0;27.41;0.8017;;0.8078;130704.0;0.791
2011-12-02;0.8897;0.8093;0.7603;0.5975;1834373.0;2.61;;28.0;27.52;0.846;;0.8192;139526.0;0.79
2011-12-05;0.8908;0.8046;0.7577;0.5837;1840862.0;2.4;;28.0;27.84;0.8007;;0.8026;69469.0;0.798
2011-12-06;0.958;0.8231;0.7529;0.5846;1832663.0;2.55;;28.0;28.13;0.8723;;0.8742;31237.0;0.763
2011-12-07;0.8881;0.7921;0.746;0.5832;1843481.0;2.5;;29.0;28.67;0.8075;;0.8164;81464.0;0.778
2011-12-08;0.9545;0.8358;0.7736;0.6043;1845696.0;2.73;;30.0;30.59;0.8923;;0.9068;74598.0;0.793
2011-12-09;0.8;0.7333;0.7049;0.568;1985167.0;1.35;;26.0;26.38;0.7626;;0.7596;192107.0;0.739
2011-12-12;0.8115;0.7195;0.6854;0.5636;2029273.0;1.15;;26.0;25.67;0.7733;;0.7717;105515.0;0.768
2011-12-13;0.8304;0.74;0.6901;0.5832;2129983.0;1.01;;25.0;25.41;0.8261;;0.8301;173267.0;0.834
2011-12-14;0.8654;0.7603;0.7006;0.5539;2143926.0;1.35;;26.0;26.04;0.8645;;0.8637;62871.0;0.832
2011-12-15;0.8377;0.7623;0.6983;0.5476;2201044.0;1.2;;25.0;25.11;0.8386;;0.842;144527.0;0.84
2011-12-16;0.7972;0.7366;0.6953;0.5758;2213074.0;0.8;;24.0;24.29;0.805;;0.8011;212172.0;0.809
2011-12-19;0.7604;0.7302;0.6863;0.5477;2191595.0;1.0;;25.0;24.92;0.7628;;0.7604;89047.0;0.801
2011-12-20;0.7497;0.6894;0.6403;0.5582;2215329.0;0.75;;23.0;23.22;0.7485;;0.7517;195841.0;0.787
2011-12-21;0.7139;0.6448;0.6051;0.5184;1383546.0;0.54;;21.0;21.43;0.7132;;0.7188;123213.0;0.763
2011-12-22;0.7286;0.6407;0.6367;0.5317;1402611.0;0.45;;21.0;21.16;0.7347;;0.7391;79661.0;0.799
2011-12-23;0.7049;0.65;0.6103;0.535;1419072.0;0.3;;21.0;20.73;0.7048;;0.7127;36717.0;0.866
2011-12-26;0.7049;0.65;0.6103;0.535;1419072.0;0.3;;21.0;20.73;0.7048;;0.7127;;0.866
2011-12-27;0.7525;0.6918;0.6459;0.53;1423333.0;0.55;;22.0;21.91;0.774;;0.7711;14798.0;0.856
2011-12-28;0.8375;0.73;0.6717;0.5406;1442376.0;1.05;;24.0;23.52;0.8951;;0.8784;36286.0;0.932
2011-12-29;0.7942;0.7063;0.6618;0.5259;1436057.0;0.75;;23.0;22.65;0.833;;0.8344;14282.0;0.925
2011-12-30;0.8296;0.7429;0.667;0.539;1450888.0;0.6;;23.0;23.4;0.8592;;0.8628;30541.0;0.933
2012-01-02;0.8296;0.7429;0.667;0.539;1450888.0;0.6;;23.0;23.4;0.8592;;0.8628;;0.933
2012-01-03;0.8174;0.7332;0.6621;0.5215;1454342.0;1.4;;23.0;22.97;0.774;;0.7734;57791.0;0.779
2012-01-04;0.7621;0.7152;0.6549;0.5282;1493646.0;1.05;;22.0;22.22;0.7388;;0.7444;120502.0;0.839
2012-01-05;0.753;0.7039;0.6417;0.5171;1498551.0;0.8;;21.0;21.48;0.7347;;0.7497;144189.0;0.954
2012-01-06;0.7261;0.6841;0.6322;0.4899;1674795.0;0.83;;21.0;20.63;0.7123;;0.713;284697.0;0.723
2012-01-09;0.7714;0.7144;0.6466;0.5074;1702502.0;0.95;;21.0;21.07;0.7666;;0.7677;86467.0;0.759
2012-01-10;0.7539;0.6984;0.6478;0.5248;1774667.0;1.05;;21.0;20.69;0.7664;;0.7536;190511.0;0.918
2012-01-11;0.7908;0.7116;0.6458;0.5064;1737413.0;0.94;;21.0;21.05;0.7843;;0.7853;67570.0;0.753
2012-01-12;0.7312;0.6815;0.6246;0.4899;1790962.0;0.55;;20.0;20.47;0.7052;;0.7302;169223.0;0.799
2012-01-13;0.7833;0.7167;0.6067;0.4998;1828172.0;0.9;;21.0;20.91;0.7857;;0.7824;84455.0;0.811
2012-01-16;0.7833;0.7167;0.6067;0.4998;1828172.0;0.9;;21.0;20.91;0.7857;;0.7824;;0.811
2012-01-17;0.8292;0.7621;0.6828;0.4921;1875578.0;1.26;;22.0;22.2;0.8194;;0.8314;198668.0;0.825
2012-01-18;0.759;0.7114;0.6394;0.4656;1106718.0;0.95;;21.0;20.89;0.7669;;0.7622;132684.0;0.821
2012-01-19;0.7;0.672;0.6055;0.4635;1277330.0;0.65;;20.0;19.87;0.7119;;0.7028;220802.0;0.761
2012-01-20;0.6974;0.6135;0.5669;0.4565;1413659.0;0.28;;18.0;18.28;0.7065;;0.7086;215988.0;0.754
2012-01-23;0.7409;0.638;0.5923;0.4497;1542681.0;0.65;;19.0;18.67;0.7765;;0.7659;255444.0;0.942
2012-01-24;0.7224;0.6405;0.587;0.4613;1537797.0;0.6;;19.0;18.91;0.7472;;0.7451;66529.0;0.783
2012-01-25;0.726;0.6227;0.5807;0.4063;1557896.0;0.43;;18.0;18.31;0.7467;;0.7601;77203.0;0.798
2012-01-26;0.7545;0.6423;0.5833;0.4518;1618969.0;0.85;;19.0;18.57;0.8296;;0.7951;128375.0;1.05
2012-01-27;0.7264;0.6165;0.5717;0.4604;1658462.0;0.89;;19.0;18.53;0.7975;;0.7719;65482.0;1.078
2012-01-30;0.7922;0.6719;0.6059;0.4806;1659207.0;0.65;;19.0;19.4;0.8188;;0.8602;47966.0;0.901
2012-01-31;0.8136;0.6706;0.6056;0.462;1694408.0;0.6;;19.0;19.44;0.85;;0.9006;84906.0;0.839
2012-02-01;0.7305;0.6317;0.5853;0.4534;1742660.0;0.8;;19.0;18.55;0.662;;0.6436;108096.0;0.808
2012-02-02;0.6669;0.6134;0.5869;0.4644;1840874.0;0.55;;18.0;17.98;0.6182;;0.6177;191224.0;0.947
2012-02-03;0.6744;0.6321;0.5761;0.4685;1944826.0;0.5;;17.0;17.1;0.6515;;0.6545;187075.0;0.767
2012-02-06;0.7119;0.6362;0.5693;0.4623;1994945.0;0.85;;18.0;17.76;0.6645;;0.6584;107586.0;0.755
2012-02-07;0.7178;0.6377;0.5809;0.457;2067844.0;0.85;;18.0;17.65;0.6949;;0.6749;134693.0;0.756
2012-02-08;0.8102;0.6913;0.6078;0.4629;2146110.0;0.8;;18.0;18.16;0.7459;;0.7556;207441.0;1.005
2012-02-09;0.8661;0.7144;0.6263;0.4839;2178429.0;0.95;;19.0;18.63;0.779;;0.7687;116980.0;0.776
2012-02-10;0.9657;0.7968;0.6876;0.5152;2251961.0;1.43;;21.0;20.79;0.859;;0.853;216572.0;0.8
2012-02-13;0.9486;0.7602;0.6554;0.4804;2265380.0;1.0;;19.0;19.04;0.8378;;0.8382;176684.0;0.923
2012-02-14;0.8861;0.7208;0.6644;0.4927;2281534.0;1.15;;20.0;19.54;0.8225;;0.841;300490.0;0.971
2012-02-15;1.0782;0.8895;0.7287;0.509;1571418.0;1.55;;21.0;21.14;1.0475;;1.0468;104869.0;1.03
2012-02-16;0.905;0.7904;0.6705;0.4796;1723611.0;0.8;;19.0;19.22;0.8773;;0.8897;235453.0;0.919
2012-02-17;0.8396;0.7817;0.64;0.6016;1772306.0;0.5;;18.0;17.78;0.8461;;0.8338;115054.0;0.963
2012-02-20;0.8396;0.7817;0.64;0.6016;1772306.0;0.5;;18.0;17.78;0.8461;;0.8338;;0.963
2012-02-21;0.8733;0.7794;0.6666;0.5106;1873504.0;0.45;;18.0;18.19;0.8645;;0.8763;157471.0;0.958
2012-02-22;0.8032;0.7014;0.6219;0.5032;1963112.0;0.45;;18.0;18.19;0.8006;;0.8102;166642.0;0.959
2012-02-23;0.7014;0.6359;0.5794;0.4867;2030298.0;0.35;;17.0;16.8;0.721;;0.708;199123.0;0.864
2012-02-24;0.7633;0.7038;0.6084;0.4947;2145424.0;0.25;;17.0;17.31;0.7567;;0.7693;216152.0;0.947
2012-02-27;0.8701;0.7238;0.6157;0.4639;2161801.0;0.5;;18.0;18.19;0.8917;;0.9055;62253.0;1.022
2012-02-28;0.8083;0.6814;0.6183;0.4592;2214358.0;0.55;;18.0;17.96;0.8535;;0.8506;75986.0;0.966
2012-02-29;0.8506;0.7221;0.6288;0.4799;2427659.0;0.51;;18.0;18.43;0.8648;;0.8937;301320.0;1.016
2012-03-01;0.722;0.6554;0.5983;0.4269;2477608.0;0.2;;17.0;17.26;0.659;;0.6688;103079.0;0.816
2012-03-02;0.7363;0.6712;0.6098;0.4824;2654601.0;0.2;;17.0;17.29;0.6911;;0.7032;203548.0;0.761
2012-03-05;0.8016;0.7115;0.6304;0.5073;2629804.0;0.4;;18.0;18.05;0.7537;;0.7559;74016.0;0.874
2012-03-06;1.004;0.8462;0.7034;0.5166;2647567.0;1.3;;21.0;20.87;0.9495;;0.9416;184048.0;0.961
2012-03-07;0.8346;0.7324;0.6477;0.4873;2711520.0;0.55;;19.0;19.07;0.7663;;0.7722;206418.0;0.799
2012-03-08;0.7694;0.7092;0.6114;0.4793;2711604.0;0.45;;18.0;17.95;0.781;;0.7775;135779.0;0.869
2012-03-09;0.7893;0.6783;0.5869;0.4639;2773327.0;0.3;;17.0;17.11;0.7674;;0.772;273053.0;0.852
2012-03-12;0.7428;0.659;0.5843;0.5018;2782437.0;0.2;;16.0;15.64;0.752;;0.7151;123464.0;0.883
2012-03-13;0.7965;0.6679;0.5689;0.5529;2848114.0;0.15;;15.0;14.8;0.7687;;0.7863;245869.0;0.927
2012-03-14;0.835;0.6812;0.5881;0.548;2871790.0;0.1;;15.0;15.31;0.7887;;0.7926;209637.0;0.958
2012-03-15;0.8512;0.7094;0.5928;0.5291;2872044.0;0.15;;15.0;15.42;0.8489;;0.843;89825.0;0.975
2012-03-16;0.8914;0.7283;0.6478;0.5608;2888247.0;0.1;;14.0;14.47;0.8973;;0.876;243416.0;1.03
2012-03-19;0.8183;0.6947;0.5656;0.5125;2997363.0;0.2;;15.0;15.04;0.8155;;0.8183;282893.0;0.966
2012-03-20;0.8873;0.7348;0.6322;0.4892;3056202.0;0.64;;16.0;15.58;0.9206;;0.8926;211614.0;1.026
2012-03-21;0.8238;0.8069;0.6822;0.4725;2332004.0;0.4;;15.0;15.13;0.8136;;0.8238;508840.0;1.005
2012-03-22;0.8462;0.7507;0.6903;0.5079;2391520.0;0.7;;16.0;15.57;0.8843;;0.8564;187574.0;0.948
2012-03-23;0.8114;0.7739;0.6961;0.5308;2371309.0;0.6;0.4854;15.0;14.82;0.8266;0.4399;0.815;231940.0;0.96
2012-03-26;0.7915;0.7436;0.631;0.5465;2478095.0;0.5;0.5289;14.0;14.26;0.7751;0.5113;0.7958;374045.0;1.008
2012-03-27;0.9203;0.8074;0.715;0.5156;2525863.0;0.9;0.3505;16.0;15.59;0.9755;0.1853;0.9534;330065.0;1.259
2012-03-28;0.9023;0.7863;0.692;0.5243;2540955.0;0.45;0.4051;15.0;15.47;0.9105;0.2859;0.9414;188220.0;1.04
2012-03-29;0.8985;0.8035;0.7008;0.5315;2586719.0;0.5;0.4019;15.0;15.48;0.8772;0.2723;0.9283;164324.0;0.93
2012-03-30;0.867;0.7766;0.6943;0.5309;2621000.0;0.5;0.4028;15.0;15.5;0.8392;0.2746;0.9038;103850.0;0.95
2012-04-02;0.895;0.7906;0.7145;0.542;2640658.0;0.9;0.3992;16.0;15.64;0.846;0.2564;0.8238;122330.0;0.899
2012-04-03;0.8546;0.7842;0.7187;0.5396;2753374.0;0.75;0.3826;16.0;15.66;0.8307;0.2255;0.8107;224674.0;0.96
2012-04-04;0.9219;0.8118;0.7113;0.5303;2761198.0;0.65;0.377;16.0;16.44;0.849;0.2238;0.8692;131513.0;0.89
2012-04-05;0.9193;0.8235;0.7445;0.5573;2846422.0;0.9;0.3785;17.0;16.7;0.8956;0.1997;0.8742;231096.0;0.896
2012-04-06;0.9193;0.8235;0.7445;0.5573;2846422.0;0.9;0.3785;17.0;16.7;0.8956;0.1997;0.8742;;0.896
2012-04-09;1.0185;0.8996;0.7926;0.5623;2842260.0;1.43;0.3473;19.0;18.81;0.9709;0.1322;0.97;94711.0;1.053
