VIXC.SERIESP;O1;O2;O3;O6;OI;OM;ON;OS;OU;OV;OY;VI;VM;VX
2010-08-24;0.7968;0.7044;0.6139;0.5063;1046458.0;1.3;;27.5;27.46;0.8219;;0.8212;110598.0;0.814
2010-08-25;0.7814;0.6697;0.5809;0.4931;1076815.0;0.82;;26.0;26.7;0.778;;0.8154;63746.0;0.787
2010-08-26;0.7877;0.6736;0.5867;0.4898;1118410.0;1.3;;27.5;27.37;0.8308;;0.8265;63520.0;0.808
2010-08-27;0.7069;0.6253;0.5292;0.4433;1124044.0;0.45;;24.0;24.45;0.7225;;0.7329;32141.0;0.83
2010-08-30;0.7959;0.6652;0.5856;0.4885;1140329.0;1.55;;27.5;27.21;0.8671;;0.8616;43991.0;0.866
2010-08-31;0.7652;0.6592;0.5767;0.4915;1147987.0;0.95;;26.0;26.05;0.817;;0.8187;41013.0;0.791
2010-09-01;0.7006;0.6114;0.5463;0.4809;1263504.0;0.6;;24.0;23.89;0.6409;;0.6413;189136.0;0.721
2010-09-02;0.7136;0.635;0.5495;0.4579;1346059.0;0.45;;22.5;23.19;0.6719;;0.6784;184845.0;0.697
2010-09-03;0.6536;0.6085;0.5476;0.4696;1377675.0;0.3;;21.0;21.31;0.6497;;0.6448;192997.0;0.695
2010-09-06;0.6536;0.6085;0.5476;0.4696;1377675.0;0.3;;21.0;21.31;0.6497;;0.6448;;0.695
2010-09-07;0.7263;0.6328;0.559;0.4827;1320146.0;0.85;;24.0;23.8;0.7047;;0.7042;93369.0;0.746
2010-09-08;0.6959;0.6332;0.5538;0.4655;1276093.0;0.55;;22.5;23.25;0.6843;;0.6974;94565.0;0.749
2010-09-09;0.7083;0.6243;0.5459;0.4617;1389077.0;0.6;;22.5;22.81;0.6948;;0.7056;189962.0;0.743
2010-09-10;0.7045;0.6068;0.5431;0.461;1393573.0;0.65;;22.5;21.99;0.6856;;0.6848;142956.0;0.725
2010-09-13;0.8249;0.5999;0.5226;0.4717;1460194.0;0.45;;21.0;21.21;0.6747;;0.6819;230555.0;0.721
2010-09-14;0.7431;0.6247;0.5412;0.4726;1499668.0;0.5;;21.0;21.56;0.7107;;0.7202;177827.0;0.781
2010-09-15;0.7421;0.6118;0.5421;0.4469;1005547.0;1.05;;22.5;22.1;0.7354;;0.7204;92177.0;0.753
2010-09-16;0.7132;0.6019;0.5321;0.4528;1018171.0;0.5;;21.0;21.72;0.6812;;0.6983;45123.0;0.765
2010-09-17;0.713;0.6032;0.5429;0.4552;1019539.0;1.0;;22.5;22.01;0.7224;;0.702;36711.0;0.733
2010-09-20;0.693;0.5986;0.54;0.4667;1037054.0;0.55;;21.0;21.5;0.6811;;0.693;34641.0;0.723
2010-09-21;0.7116;0.6215;0.5512;0.4642;1120916.0;1.05;;22.5;22.35;0.7192;;0.7147;109147.0;0.71
2010-09-22;0.7435;0.6395;0.5516;0.4655;1209945.0;0.95;;22.5;22.51;0.7503;;0.7506;141332.0;0.751
2010-09-23;0.7491;0.6671;0.5763;0.4682;1236623.0;1.25;;24.0;23.87;0.7609;;0.7571;64010.0;0.767
2010-09-24;0.6975;0.6451;0.5616;0.4764;1256550.0;0.49;;21.0;21.71;0.6814;;0.7035;37714.0;0.71
2010-09-27;0.7543;0.674;0.5819;0.4643;1265662.0;1.0;;22.5;22.54;0.7704;;0.7714;48557.0;0.741
2010-09-28;0.7598;0.6703;0.5836;0.452;1369150.0;1.0;;22.5;22.6;0.7804;;0.783;183874.0;0.761
2010-09-29;0.7355;0.6689;0.5942;0.474;1434468.0;0.75;;22.5;23.25;0.7292;;0.7541;70161.0;0.726
2010-09-30;0.7969;0.7158;0.6131;0.4913;1441406.0;1.25;;24.0;23.7;0.8334;;0.817;91528.0;0.788
2010-10-01;0.6987;0.6742;0.603;0.4771;1496195.0;0.7;;22.5;22.5;0.7045;;0.7045;106743.0;0.691
2010-10-04;0.7568;0.6882;0.6047;0.4581;1501935.0;1.1;;24.0;23.53;0.7494;;0.7367;27583.0;0.759
2010-10-05;0.6988;0.6532;0.5896;0.455;1739664.0;0.8;;22.5;21.76;0.719;;0.6882;313259.0;0.77
2010-10-06;0.6712;0.6429;0.5786;0.4749;1681310.0;0.37;;21.0;21.49;0.6597;;0.6819;175536.0;0.759
2010-10-07;0.6495;0.6338;0.5781;0.4788;1653425.0;0.35;;21.0;21.56;0.6495;;0.6641;61919.0;0.748
2010-10-08;0.69;0.6586;0.5868;0.4675;1719282.0;0.6;;21.0;20.71;0.7157;;0.7073;123787.0;0.752
2010-10-11;0.7065;0.6475;0.5819;0.4816;1778964.0;0.25;;19.0;18.96;0.7036;;0.7025;120591.0;0.777
2010-10-12;0.7176;0.6658;0.5909;0.4871;1878412.0;0.35;;19.0;18.93;0.7229;;0.7224;365270.0;0.807
2010-10-13;0.7177;0.6443;0.5881;0.4934;1865975.0;0.4;;19.0;19.07;0.7078;;0.7103;135806.0;0.78
2010-10-14;0.749;0.6618;0.5889;0.4438;1844964.0;0.55;;20.0;19.88;0.74;;0.7357;179289.0;0.839
2010-10-15;0.7774;0.6512;0.588;0.4876;1799125.0;0.35;;19.0;19.03;0.748;;0.7488;88701.0;0.818
2010-10-18;0.7894;0.6663;0.583;0.5109;1812339.0;0.45;;19.0;19.09;0.7844;;0.7894;93444.0;0.852
2010-10-19;0.7939;0.6672;0.5969;0.4436;1794369.0;0.9;;21.0;20.63;0.8114;;0.7982;134977.0;0.866
2010-10-20;0.7126;0.6664;0.5763;0.444;1207462.0;0.7;;20.0;19.79;0.7209;;0.7157;68727.0;0.758
2010-10-21;0.7049;0.6332;0.5602;0.525;1237748.0;0.5;;19.0;19.27;0.705;;0.7121;63802.0;0.742
2010-10-22;0.6502;0.6228;0.5553;0.4487;1317905.0;0.6;;19.0;18.78;0.661;;0.6538;184934.0;0.737
2010-10-25;0.7225;0.664;0.6286;0.4625;1418784.0;1.1;;20.0;19.85;0.7466;;0.7367;155116.0;0.92
2010-10-26;0.7223;0.7034;0.6147;0.4924;1479872.0;0.85;;20.0;20.22;0.7131;;0.7252;190543.0;0.885
2010-10-27;0.7331;0.6722;0.6154;0.4877;1373599.0;1.2;;21.0;20.71;0.7763;;0.7518;78997.0;0.807
2010-10-28;0.7234;0.6655;0.6166;0.4721;1377013.0;1.15;;21.0;20.88;0.7502;;0.7433;31714.0;0.903
2010-10-29;0.7133;0.6712;0.6134;0.4711;1356751.0;1.05;;21.0;21.2;0.7169;;0.7273;160338.0;0.789
2010-11-01;0.7384;0.6698;0.6141;0.4766;1387090.0;1.65;;22.5;21.83;0.7005;;0.6815;65089.0;0.69
2010-11-02;0.7792;0.699;0.6287;0.4574;1453009.0;1.2;;21.0;21.57;0.7123;;0.7223;114695.0;0.685
2010-11-03;0.7198;0.6647;0.5991;0.4141;1570569.0;1.15;;20.0;19.56;0.6969;;0.6853;253887.0;0.717
2010-11-04;0.6678;0.6228;0.5758;0.4523;1700549.0;0.95;;19.0;18.52;0.624;;0.6287;289174.0;0.68
2010-11-05;0.6812;0.6387;0.5765;0.4599;1654374.0;0.7;;18.0;18.26;0.6581;;0.6666;127529.0;0.71
2010-11-08;0.6694;0.6236;0.5592;0.4886;1664852.0;0.6;;18.0;18.29;0.6431;;0.6473;45375.0;0.764
2010-11-09;0.7344;0.669;0.5902;0.5061;1756263.0;1.0;;19.0;19.08;0.6909;;0.6922;177718.0;0.657
2010-11-10;0.775;0.6673;0.573;0.5118;1799664.0;0.65;;18.0;18.47;0.688;;0.7186;105516.0;0.696
2010-11-11;0.6853;0.6336;0.5699;0.483;1797747.0;0.9;;19.0;18.64;0.6609;;0.6539;73255.0;0.718
2010-11-12;0.8498;0.6981;0.6161;0.4724;1858261.0;1.6;;21.0;20.61;0.7716;;0.7666;173356.0;0.737
2010-11-15;0.8248;0.6974;0.5914;0.4868;1824947.0;1.19;;20.0;20.2;0.7696;;0.7793;121894.0;0.701
2010-11-16;0.8728;0.7467;0.6234;0.4916;1849128.0;2.2;;22.5;22.58;0.8389;;0.8408;164022.0;0.798
2010-11-17;0.8576;0.7333;0.618;0.474;1353960.0;2.45;;22.5;21.76;0.8624;;0.8369;170746.0;0.845
2010-11-18;0.7512;0.6718;0.5742;0.4789;1311914.0;1.05;;19.0;18.75;0.7547;;0.7406;93742.0;0.77
2010-11-19;0.7147;0.6561;0.5587;0.4216;1351508.0;0.65;;18.0;18.04;0.7068;;0.7088;114124.0;0.789
2010-11-22;0.6738;0.6508;0.5491;0.4481;1337860.0;0.65;;18.0;18.37;0.6451;;0.6738;28769.0;0.742
2010-11-23;0.8633;0.7047;0.6026;0.4672;1362583.0;2.2;;21.0;20.63;0.8973;;0.8688;92885.0;0.779
2010-11-24;0.7504;0.6666;0.5643;0.461;1405687.0;1.75;;20.0;19.56;0.7647;;0.7557;76275.0;0.675
2010-11-25;0.7504;0.6666;0.5643;0.461;1405687.0;1.75;;20.0;19.56;0.7647;;0.7557;;0.675
2010-11-26;0.9646;0.752;0.6242;0.4828;1416267.0;3.03;;22.5;22.22;1.0205;;0.9952;32450.0;0.914
2010-11-29;0.8906;0.7109;0.6042;0.4754;1459196.0;1.7;;21.0;21.53;0.9127;;0.9377;77962.0;0.883
2010-11-30;0.9536;0.7701;0.6492;0.4974;1490176.0;2.75;;24.0;23.54;1.0169;;1.0065;198378.0;1.07
2010-12-01;0.9006;0.723;0.6319;0.4709;1480790.0;1.05;;21.0;21.36;0.7537;;0.7649;57006.0;0.768
2010-12-02;0.8272;0.6953;0.6;0.4603;1496814.0;0.75;;19.0;19.39;0.7325;;0.7458;93815.0;0.751
2010-12-03;0.7444;0.6726;0.5854;0.4404;1600720.0;0.59;;18.0;18.01;0.7151;;0.7154;223942.0;0.773
2010-12-06;0.7033;0.6525;0.5835;0.4871;1641018.0;0.58;;18.0;18.02;0.6848;;0.6859;87440.0;0.765
2010-12-07;0.7552;0.673;0.6222;0.461;1684603.0;0.7;;18.0;17.99;0.7376;;0.7369;125959.0;0.794
2010-12-08;0.7151;0.6433;0.5823;0.467;1690275.0;0.8;;18.0;17.74;0.7155;;0.7051;56072.0;0.748
2010-12-09;0.6553;0.6098;0.558;0.4589;1767035.0;0.45;;17.0;17.25;0.6347;;0.6484;216833.0;0.755
2010-12-10;0.6792;0.6164;0.55;0.4699;1756869.0;0.85;;18.0;17.61;0.6784;;0.658;145539.0;0.77
2010-12-13;0.7088;0.6466;0.6081;0.4657;1745158.0;0.75;;18.0;17.55;0.6894;;0.6703;122103.0;0.883
2010-12-14;0.6883;0.628;0.6095;0.4605;1715071.0;0.7;;18.0;17.61;0.6928;;0.6719;50539.0;0.815
2010-12-15;0.6962;0.6767;0.5718;0.4893;1708770.0;0.55;;18.0;17.94;0.6646;;0.6636;67051.0;0.695
2010-12-16;0.6599;0.6231;0.5781;0.4744;1749051.0;0.3;;17.0;17.39;0.6281;;0.6434;114592.0;0.786
2010-12-17;0.6287;0.5762;0.5941;0.4865;1676027.0;0.15;;16.0;16.11;0.6138;;0.6178;124144.0;0.753
2010-12-20;0.6422;0.6081;0.5899;0.4824;1676322.0;0.18;;16.0;16.41;0.6172;;0.6422;101536.0;0.777
2010-12-21;0.6717;0.6107;0.5922;0.4343;1659812.0;0.25;;16.0;16.49;0.6495;;0.6739;59232.0;0.796
2010-12-22;0.6416;0.635;0.5933;0.4424;1156137.0;0.1;;15.0;15.45;0.6385;;0.6417;128966.0;0.791
2010-12-23;0.6938;0.6448;0.6156;0.4864;1166141.0;0.2;;16.0;16.47;0.6931;;0.6994;24281.0;0.818
2010-12-24;0.6938;0.6448;0.6156;0.4864;1166141.0;0.2;;16.0;16.47;0.6931;;0.6994;;0.818
2010-12-27;0.7725;0.6654;0.6269;0.4834;1159899.0;0.6;;18.0;17.67;0.8065;;0.8052;18176.0;0.828
2010-12-28;0.7365;0.6621;0.6275;0.4971;1183248.0;0.51;;18.0;17.52;0.7804;;0.7629;42012.0;0.8
2010-12-29;0.7169;0.6594;0.6064;0.4965;1250300.0;0.25;;17.0;17.28;0.7252;;0.7317;80486.0;0.881
2010-12-30;0.7487;0.6564;0.615;0.4872;1280419.0;0.6;;18.0;17.52;0.811;;0.7913;80837.0;0.865
2010-12-31;0.7352;0.6466;0.6031;0.5034;1253111.0;0.65;;18.0;17.75;0.7944;;0.7786;11452.0;0.817
2011-01-03;0.7516;0.665;0.6276;0.4955;1312199.0;0.7;;18.0;17.61;0.7197;;0.6951;113522.0;0.768
2011-01-04;0.7478;0.6369;0.5852;0.5206;1387365.0;0.4;;17.0;17.38;0.6916;;0.6926;121017.0;0.743
2011-01-05;0.7381;0.6353;0.5631;0.5069;1418857.0;0.5;;17.0;17.02;0.7278;;0.7281;126262.0;0.799
2011-01-06;0.7226;0.6388;0.5794;0.4903;1461686.0;0.4;;17.0;17.4;0.6721;;0.6923;111329.0;0.783
2011-01-07;0.6741;0.6263;0.5666;0.5021;1475298.0;0.3;;17.0;17.14;0.6243;;0.6341;89666.0;0.732
2011-01-10;0.7129;0.6519;0.5787;0.4863;1583366.0;0.59;;18.0;17.54;0.6901;;0.6873;170416.0;0.77
2011-01-11;0.6675;0.6177;0.5623;0.4473;1671392.0;0.4;;17.0;16.89;0.6683;;0.6606;196134.0;0.762
2011-01-12;0.6088;0.6111;0.5412;0.4356;1757284.0;0.25;;16.0;16.24;0.6114;;0.6165;215849.0;0.75
2011-01-13;0.6024;0.5919;0.5441;0.4846;1725967.0;0.2;;16.0;16.39;0.5629;;0.5976;97030.0;0.677
2011-01-14;0.5801;0.5512;0.5245;0.4908;1788441.0;0.15;;15.0;15.46;0.5666;;0.5754;176553.0;0.714
2011-01-17;0.5801;0.5512;0.5245;0.4908;1788441.0;0.15;;15.0;15.46;0.5666;;0.5754;;0.714
2011-01-18;0.6375;0.5724;0.5315;0.4529;1760521.0;0.5;;16.0;15.87;0.6469;;0.6398;162751.0;0.83
2011-01-19;0.7051;0.6153;0.5788;0.4967;1211220.0;0.65;;17.0;17.31;0.6943;;0.7116;214454.0;0.808
2011-01-20;0.7341;0.6599;0.566;0.5157;1251405.0;1.15;;18.0;17.99;0.7416;;0.7411;103659.0;0.751
2011-01-21;0.8154;0.6735;0.5998;0.5188;1319333.0;1.22;;18.0;18.47;0.8309;;0.8365;130310.0;0.804
2011-01-24;0.7335;0.6465;0.5711;0.5004;1334158.0;1.18;;18.0;17.65;0.7653;;0.7541;77332.0;0.77
2011-01-25;0.7469;0.6295;0.5488;0.4932;1362509.0;1.35;;18.0;17.59;0.8304;;0.7813;47480.0;0.797
2011-01-26;0.6724;0.6193;0.5491;0.4604;1514936.0;0.9;;17.0;16.64;0.7133;;0.6822;205381.0;0.72
2011-01-27;0.6397;0.5811;0.5558;0.4643;1731665.0;0.5;;16.0;16.15;0.6608;;0.6696;289181.0;0.802
2011-01-28;0.9438;0.7607;0.6733;0.5325;1757512.0;2.15;;20.0;20.04;1.0249;;1.0344;156998.0;1.014
2011-01-31;0.8881;0.7174;0.6488;0.5176;1825961.0;2.25;;20.0;19.53;1.0825;;1.0174;136565.0;1.04
2011-02-01;0.7594;0.6609;0.5984;0.4734;1895072.0;1.15;;18.0;17.63;0.7224;;0.7075;118925.0;0.753
2011-02-02;0.7677;0.6576;0.5927;0.4787;1863262.0;0.73;;17.0;17.3;0.6996;;0.7072;81686.0;0.792
2011-02-03;0.6967;0.6109;0.5527;0.4731;1943688.0;0.7;;17.0;16.69;0.6706;;0.6552;113412.0;0.738
2011-02-04;0.6432;0.5749;0.5436;0.4321;1997741.0;0.4;;16.0;15.93;0.609;;0.605;115014.0;0.677
2011-02-07;0.6613;0.6001;0.556;0.4581;2077374.0;0.45;;16.0;16.28;0.6165;;0.6281;180898.0;0.753
2011-02-08;0.6012;0.5501;0.5143;0.4452;2079046.0;0.45;;16.0;15.81;0.5942;;0.58;88021.0;0.641
2011-02-09;0.6135;0.5523;0.5117;0.47;2185463.0;0.45;;16.0;15.87;0.609;;0.599;143801.0;0.702
2011-02-10;0.628;0.5672;0.5306;0.4317;2179701.0;0.43;;16.0;16.09;0.6116;;0.6163;120959.0;0.73
2011-02-11;0.6044;0.5353;0.5069;0.4524;2179653.0;0.48;;16.0;15.69;0.6193;;0.5907;94829.0;0.769
2011-02-14;0.6271;0.5429;0.5154;0.447;2218347.0;0.5;;16.0;15.95;0.6322;;0.6271;130490.0;0.78
2011-02-15;0.6071;0.5619;0.5149;0.4489;2233792.0;0.4;;16.0;16.37;0.5766;;0.6086;112302.0;0.908
2011-02-16;0.645;0.5991;0.558;0.4538;1795787.0;0.75;;17.0;16.72;0.6748;;0.6481;125083.0;0.748
2011-02-17;0.634;0.5852;0.5328;0.4433;1825395.0;0.7;;17.0;16.59;0.6861;;0.6389;130786.0;0.731
2011-02-18;0.6551;0.5763;0.5372;0.4532;1858174.0;0.27;;16.0;16.43;0.6197;;0.6656;56337.0;0.701
2011-02-21;0.6551;0.5763;0.5372;0.4532;1858174.0;0.27;;16.0;16.43;0.6197;;0.6656;;0.701
2011-02-22;1.0404;0.8118;0.6864;0.5329;1936073.0;2.2;;21.0;20.8;1.1086;;1.1042;194002.0;0.961
2011-02-23;1.0813;0.8359;0.7185;0.5611;2072765.0;2.65;;22.5;22.13;1.184;;1.1601;285356.0;0.989
2011-02-24;0.993;0.7947;0.6915;0.5354;2084920.0;1.7;;21.0;21.32;1.0559;;1.0654;147074.0;0.938
2011-02-25;0.8383;0.6983;0.6191;0.4972;2146849.0;1.05;;19.0;19.22;0.8851;;0.8947;144621.0;0.883
2011-02-28;0.7504;0.6296;0.584;0.5043;2186656.0;0.7;;18.0;18.35;0.7884;;0.8243;131795.0;0.944
2011-03-01;0.9704;0.7668;0.6583;0.5432;2168054.0;2.2;;21.0;21.01;0.8104;;0.8111;95001.0;0.662
2011-03-02;0.911;0.7608;0.6672;0.5354;2230301.0;2.2;;21.0;20.7;0.8058;;0.794;130272.0;0.754
2011-03-03;0.7936;0.6664;0.5914;0.5124;2387218.0;1.3;;19.0;18.6;0.717;;0.6964;179594.0;0.754
2011-03-04;0.7678;0.6693;0.6159;0.5009;2360858.0;1.1;;19.0;19.06;0.7005;;0.7032;153628.0;0.712
2011-03-07;0.8638;0.727;0.6481;0.5421;2337013.0;1.95;;21.0;20.66;0.792;;0.775;85251.0;0.722
2011-03-08;0.8069;0.7114;0.6393;0.5122;2395331.0;1.5;;20.0;19.82;0.7577;;0.7509;135870.0;0.722
2011-03-09;0.818;0.6934;0.6285;0.5331;2422985.0;1.25;;20.0;20.22;0.722;;0.7339;129647.0;0.712
2011-03-10;0.9267;0.747;0.6719;0.5627;2468911.0;2.5;;22.5;21.88;0.8665;;0.8287;197178.0;0.703
2011-03-11;0.7639;0.6756;0.5912;0.5428;2549495.0;1.15;;20.0;20.08;0.7313;;0.7349;261491.0;0.648
2011-03-14;0.8976;0.7033;0.6043;0.5446;2550192.0;1.55;;21.0;21.13;0.7838;;0.7881;217552.0;0.756
2011-03-15;0.9503;0.7837;0.7034;0.5748;2690350.0;3.1;;24.0;24.32;0.9507;;0.938;344810.0;0.766
2011-03-16;1.2519;1.0167;0.8163;0.631;1793138.0;7.2;;29.0;29.4;1.2293;;1.2127;209433.0;0.876
2011-03-17;1.0784;0.8883;0.7698;0.609;1865694.0;5.4;;27.5;26.37;1.1065;;1.053;141837.0;0.839
2011-03-18;0.9753;0.8181;0.7312;0.5854;1887056.0;3.0;;24.0;24.44;0.9394;;0.9596;110982.0;0.783
2011-03-21;0.8184;0.7208;0.6492;0.5656;1900913.0;1.75;;21.0;20.61;0.8429;;0.8184;70255.0;0.73
2011-03-22;0.79;0.7169;0.6515;0.5461;1944797.0;1.15;;20.0;20.21;0.7795;;0.7925;97028.0;0.806
2011-03-23;0.7635;0.6778;0.6201;0.5357;1930550.0;1.0;;19.0;19.17;0.7613;;0.7695;115343.0;0.82
2011-03-24;0.7168;0.6238;0.566;0.516;1973925.0;0.7;;18.0;18.0;0.7267;;0.7267;133211.0;0.91
2011-03-25;0.693;0.6177;0.555;0.5127;1993179.0;0.7;;18.0;17.91;0.7104;;0.7029;123938.0;0.72
2011-03-28;0.8336;0.7183;0.6306;0.5476;1991308.0;1.05;;19.0;19.44;0.8313;;0.8619;44999.0;0.798
2011-03-29;0.7326;0.6402;0.5721;0.5167;2017688.0;0.7;;18.0;18.16;0.7463;;0.7588;82532.0;0.835
2011-03-30;0.6933;0.6339;0.5637;0.5038;2020677.0;0.75;;18.0;17.71;0.7317;;0.7063;88738.0;0.704
2011-03-31;0.6968;0.6307;0.57;0.4983;2034679.0;0.72;;18.0;17.74;0.7414;;0.718;93592.0;1.183
2011-04-01;0.6722;0.61;0.5598;0.4856;2059316.0;0.45;;17.0;17.4;0.6223;;0.6364;113938.0;0.695
2011-04-04;0.6947;0.6164;0.552;0.4991;2082045.0;0.5;;17.0;17.5;0.6419;;0.6658;66719.0;0.765
2011-04-05;0.6685;0.6015;0.5517;0.492;2089956.0;0.45;;17.0;17.25;0.6124;;0.6363;40089.0;0.741
2011-04-06;0.6575;0.5928;0.5335;0.5066;2091564.0;0.5;;17.0;16.9;0.6478;;0.6407;40703.0;0.754
2011-04-07;0.6377;0.5812;0.5417;0.4952;2111001.0;0.35;;17.0;17.11;0.5888;;0.5992;71557.0;0.686
2011-04-08;0.7127;0.6476;0.5848;0.5066;2112516.0;0.7;;18.0;17.87;0.6776;;0.6662;64294.0;0.696
2011-04-11;0.6259;0.5267;0.5088;0.4805;2128085.0;0.31;;17.0;16.59;0.6038;;0.5764;67891.0;0.66
2011-04-12;0.6525;0.5921;0.5384;0.4901;2127271.0;0.3;;17.0;17.09;0.6288;;0.6349;91000.0;0.736
2011-04-13;0.6157;0.5767;0.5375;0.5044;2137237.0;0.3;;17.0;16.92;0.6035;;0.5988;84141.0;0.774
2011-04-14;0.6189;0.538;0.5035;0.4688;2153153.0;0.15;;16.0;16.27;0.5942;;0.6032;35595.0;0.778
2011-04-15;0.5949;0.4989;0.4762;0.4212;2205995.0;0.07;;15.0;15.32;0.5741;;0.5847;190211.0;0.766
2011-04-18;0.7049;0.594;0.5353;0.4819;2185522.0;0.4;;17.0;16.96;0.7092;;0.7049;126854.0;0.862
2011-04-19;0.5693;0.5384;0.4793;0.4634;2189915.0;0.19;;16.0;15.83;0.5793;;0.5702;202182.0;0.789
2011-04-20;0.534;0.5212;0.5058;0.4136;1521326.0;0.1;;15.0;15.07;0.527;;0.5348;205949.0;0.677
2011-04-21;0.6234;0.5359;0.4941;0.4611;1554739.0;0.2;;15.0;14.69;0.6237;;0.633;94284.0;0.971
2011-04-22;0.6234;0.5359;0.4941;0.4611;1554739.0;0.2;;15.0;14.69;0.6237;;0.633;;0.971
2011-04-25;0.7057;0.5978;0.5431;0.4545;1543208.0;0.65;;16.0;15.77;0.7583;;0.7356;25063.0;0.848
2011-04-26;0.7259;0.5957;0.5411;0.4464;1536409.0;0.75;;16.0;15.62;0.813;;0.7696;37357.0;1.035
2011-04-27;0.658;0.5583;0.53;0.4444;1667422.0;0.3;;15.0;15.35;0.6653;;0.7011;188625.0;0.966
2011-04-28;0.6573;0.5515;0.5238;0.4524;1687341.0;0.4;;15.0;14.62;0.7285;;0.7111;131624.0;1.129
2011-04-29;0.6279;0.5445;0.5149;0.467;1728759.0;0.35;;15.0;14.75;0.6932;;0.6742;91056.0;0.833
2011-05-02;0.7799;0.6287;0.5726;0.4748;1737749.0;0.55;;16.0;15.99;0.6594;;0.6589;61354.0;0.803
2011-05-03;0.796;0.6766;0.6149;0.4641;1747432.0;0.85;;17.0;16.7;0.7263;;0.7088;89886.0;0.685
2011-05-04;0.8023;0.6835;0.6154;0.4605;1824300.0;0.75;;17.0;17.08;0.7104;;0.7167;172302.0;0.732
2011-05-05;0.9122;0.7633;0.6682;0.4968;1919122.0;1.28;;18.0;18.2;0.8234;;0.8305;257257.0;0.779
2011-05-06;0.91;0.7635;0.6859;0.5088;1903362.0;1.3;;18.0;18.4;0.8064;;0.8271;110505.0;0.774
2011-05-09;0.8216;0.6832;0.619;0.4658;1910704.0;0.95;;17.0;17.16;0.7639;;0.7726;41952.0;0.845
2011-05-10;0.7092;0.6485;0.5966;0.4397;1967697.0;0.62;;16.0;15.91;0.6936;;0.6875;151099.0;0.767
2011-05-11;0.8121;0.6932;0.6272;0.4714;1965706.0;1.0;;17.0;16.95;0.7816;;0.7785;55188.0;0.829
2011-05-12;0.7529;0.6324;0.5637;0.4337;1961331.0;0.6;;16.0;16.03;0.7229;;0.7244;60970.0;0.863
2011-05-13;0.7964;0.6865;0.6164;0.4854;1962092.0;0.93;;17.0;17.07;0.7697;;0.7757;42223.0;1.041
2011-05-16;0.9176;0.7536;0.676;0.477;2011225.0;1.4;;18.0;18.24;0.8953;;0.9176;151606.0;0.848
2011-05-17;0.8553;0.7103;0.6266;0.4703;2022860.0;1.5;;18.0;17.55;0.8959;;0.8601;125807.0;0.891
2011-05-18;0.7631;0.6447;0.5933;0.4307;1356400.0;0.6;;16.0;16.23;0.752;;0.771;178995.0;0.935
2011-05-19;0.6408;0.5736;0.548;0.4318;1416654.0;0.6;;16.0;15.52;0.702;;0.6475;168335.0;0.924
2011-05-20;0.8196;0.7108;0.6387;0.4799;1435975.0;1.0;;17.0;17.43;0.7944;;0.8342;80858.0;0.877
2011-05-23;0.874;0.7482;0.662;0.5357;1466601.0;1.35;;18.0;18.27;0.8875;;0.904;63521.0;0.753
2011-05-24;0.808;0.712;0.6449;0.5135;1484241.0;1.35;;18.0;17.82;0.8509;;0.8346;48669.0;0.843
2011-05-25;0.7548;0.685;0.6106;0.4852;1497449.0;0.85;;17.0;17.07;0.7705;;0.7756;50107.0;0.767
2011-05-26;0.6461;0.6103;0.5505;0.4772;1540846.0;0.43;;16.0;16.09;0.6481;;0.6564;90659.0;0.739
2011-05-27;0.6352;0.6094;0.5575;0.4833;1560896.0;0.5;;16.0;15.98;0.6449;;0.6431;54370.0;0.751
2011-05-30;0.6352;0.6094;0.5575;0.4833;1560896.0;0.5;;16.0;15.98;0.6449;;0.6431;;0.751
2011-05-31;0.6083;0.5634;0.5347;0.4321;1613610.0;0.2;;15.0;15.45;0.5853;;0.639;92437.0;0.723
2011-06-01;0.8793;0.7336;0.6593;0.5121;1631941.0;1.3;;18.0;18.3;0.7275;;0.7526;113719.0;0.691
2011-06-02;0.8343;0.7093;0.6372;0.4871;1619912.0;1.35;;18.0;18.09;0.7289;;0.7327;55505.0;0.678
2011-06-03;0.8242;0.7179;0.6354;0.4792;1692079.0;1.35;;18.0;17.95;0.7501;;0.7478;174014.0;0.707
2011-06-06;0.911;0.7295;0.6348;0.5017;1677374.0;1.25;;18.0;18.49;0.7608;;0.7833;43091.0;0.793
2011-06-07;0.8797;0.7184;0.6189;0.4985;1697314.0;1.35;;18.0;18.07;0.7702;;0.7734;104145.0;0.695
2011-06-08;0.8784;0.7286;0.6394;0.5025;1712606.0;1.75;;19.0;18.79;0.7785;;0.7624;71730.0;0.713
2011-06-09;0.7878;0.6711;0.5903;0.4602;1699541.0;1.35;;18.0;17.77;0.7373;;0.728;49478.0;0.751
2011-06-10;0.9002;0.7236;0.6344;0.4865;1720325.0;1.7;;19.0;18.86;0.7856;;0.7863;61608.0;0.808
2011-06-13;1.0168;0.7681;0.6457;0.509;1739543.0;2.31;;20.0;19.61;0.916;;0.9017;106371.0;0.853
2011-06-14;0.8586;0.7012;0.604;0.4621;1731254.0;1.3;;18.0;18.26;0.7953;;0.8076;257330.0;0.82
2011-06-15;1.011;0.8423;0.722;0.5106;1006452.0;2.5;;21.0;21.32;0.959;;0.9829;134549.0;0.847
2011-06-16;1.0032;0.8608;0.7527;0.5171;1060643.0;2.9;;22.5;22.73;0.9698;;0.9842;216089.0;0.788
