US92343E1029;AF;DT;DWNM;EPS;MTBV;MV;MVC;MVFF;NOSH;NOSHFF;P;PC;PE;PH;PL;PO;PTBV;PYD;RI;UDD;VO;VWAP;WC01001;WC01051;WC01100;WC01101;WC01149;WC01151;WC01201;WC01250;WC01251;WC01253;WC01254;WC01255;WC01266;WC01401;WC01451;WC01501;WC01551;WC01601;WC01705;WC01706;WC01751;WC02001;WC02003;WC02051;WC02201;WC02501;WC02649;WC02999;WC03040;WC03051;WC03101;WC03151;WC03251;WC03255;WC03263;WC03426;WC03451;WC03480;WC03501;WC03998;WC04050;WC04201;WC04251;WC04551;WC04601;WC04851;WC04860;WC04870;WC04890;WC05350;WC05376;WC07011;WC08101;WC08106;WC08131;WC08221;WC08231;WC08301;WC08311;WC08316;WC08321;WC08366;WC08376;WC18191;WC18192;WC18198;XDD
2011-07-21;1.0;;107.46;4.68;-63.43;5588.2;5588.2;4135.27;168472.0;74.0;33.17;22.93;7.1;33.77;33.12;33.4;-60.02;2016-12-04;611.02;;1823.6;33.3252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-07-22;1.0;;107.46;4.68;-63.78;5619.3;5619.3;4158.28;166399.0;74.0;33.77;23.34;7.2;33.78;33.14;33.25;-61.1;2016-12-04;622.07;;1386.4;33.6157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-07-25;1.0;;107.46;4.68;-63.63;5605.99;5605.99;4148.43;166399.0;74.0;33.69;23.29;7.2;33.83;33.45;33.61;-60.96;2016-12-04;620.59;;2021.1;33.701;771978.0;109540.0;606732.0;261831.0;;55706.0;53277.0;344901.0;148312.0;;16637.0;980.0;5017.0;193587.0;55031.0;;142891.0;;142891.0;142891.0;142891.0;1346258.0;1313349.0;24426.0;1447781.0;327136.0;53848.0;1847610.0;19283.0;;658923.0;788858.0;690086.0;690086.0;316958.0;;;317.0;-88107.0;601979.0;;241414.0;49983.0;463498.0;192660.0;-246279.0;335901.0;-273242.0;-852198.0;40908.0;463498.0;1009.0;2.08;2.2;15.0;114.64;-783.24;48.58;31.27;44.68;25.08;18.51;25.66;340919.0;463498.0;396625.0;2016-12-04
2011-07-26;1.0;;107.46;4.68;-63.8;5620.96;5620.96;4159.51;166399.0;74.0;33.78;23.35;7.2;33.9589;33.56;33.78;-61.12;2016-12-04;622.25;;1683.0;33.701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-07-27;1.0;;107.46;4.68;-61.78;5442.92;5442.92;4027.76;166399.0;74.0;32.71;22.61;7.0;33.6793;32.62;33.55;-59.19;2016-12-04;602.54;;1990.5;32.9309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-07-28;1.0;;107.46;4.68;-60.48;5328.93;5328.93;3943.41;166399.0;74.0;32.025;22.14;6.8;32.91;31.75;32.68;-57.95;2016-12-04;589.92;;3675.8;32.2174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-07-29;1.0;;107.46;4.68;-58.94;5193.32;5193.32;3843.06;166399.0;74.0;31.21;21.58;6.7;31.97;31.05;31.63;-56.47;2016-12-04;574.91;;4780.3;31.5201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-08-01;1.0;;107.46;4.35;-57.89;5100.14;5100.14;3774.1;166399.0;74.0;30.65;21.19;7.0;31.6;30.28;31.33;-55.46;2016-12-04;564.59;;3177.9;30.6349;771978.0;109540.0;606732.0;261831.0;;55706.0;53277.0;344901.0;148312.0;;16637.0;980.0;5017.0;193587.0;55031.0;;142891.0;;142891.0;142891.0;142891.0;1346258.0;1313349.0;24426.0;1447781.0;327136.0;53848.0;1847610.0;19283.0;;658923.0;788858.0;690086.0;690086.0;316958.0;;;317.0;-88107.0;601979.0;;241414.0;49983.0;463498.0;192660.0;-246279.0;335901.0;-273242.0;-852198.0;40908.0;463498.0;1009.0;2.08;2.2;15.0;114.64;-783.24;48.58;31.27;44.68;25.08;18.51;25.66;340919.0;463498.0;396625.0;2016-12-04
2011-08-02;1.0;;107.46;4.35;-56.64;4990.31;4990.31;3692.83;166399.0;74.0;29.99;20.73;6.9;30.935;29.98;30.44;-54.26;2016-12-04;552.44;;2489.6;30.4712;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-08-03;1.0;;107.46;4.35;-57.43;5060.2;5060.2;3744.55;166399.0;74.0;30.41;21.02;7.0;30.49;29.28;29.95;-55.02;2016-12-04;560.17;;3639.6;30.0211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-08-04;1.0;;107.46;4.35;-55.28;4870.5;4870.5;3604.17;166399.0;74.0;29.27;20.23;6.7;30.03;29.26;30.03;-52.96;;539.17;;4621.0;29.6315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011-08-05;1.0;;107.46;4.35;-54.64;4813.93;4813.93;3562.3;166399.0;74.0;28.93;20.0;6.7;29.75;28.09;29.5;-52.35;2016-12-04;532.91;;5852.0;28.9275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-08-08;1.0;;107.46;4.35;-52.82;4654.18;4654.18;3444.1;166399.0;74.0;27.97;19.34;6.4;28.545;27.66;28.12;-50.61;2016-12-04;515.23;;6986.2;28.1932;771978.0;109540.0;606732.0;261831.0;;55706.0;53277.0;344901.0;148312.0;;16637.0;980.0;5017.0;193587.0;55031.0;;142891.0;;142891.0;142891.0;142891.0;1346258.0;1313349.0;24426.0;1447781.0;327136.0;53848.0;1847610.0;19283.0;;658923.0;788858.0;690086.0;690086.0;316958.0;;;317.0;-88107.0;601979.0;;241414.0;49983.0;463498.0;192660.0;-246279.0;335901.0;-273242.0;-852198.0;40908.0;463498.0;1009.0;2.08;2.2;15.0;114.64;-783.24;48.58;31.27;44.68;25.08;18.51;25.66;340919.0;463498.0;396625.0;2016-12-04
2011-08-09;1.0;;107.46;4.35;-55.26;4868.84;4868.84;3602.94;166399.0;74.0;29.26;20.23;6.7;29.27;27.65;28.22;-52.94;2016-12-04;538.99;;4874.4;28.6357;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-08-10;1.0;;107.46;4.35;-53.07;4675.82;4675.82;3460.1;166399.0;74.0;28.1;19.43;6.5;29.0;28.05;28.59;-50.84;2016-12-04;517.62;;4482.5;28.4828;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-08-11;1.0;;107.46;4.35;-56.68;4993.64;4993.64;3695.29;166399.0;74.0;30.01;20.75;6.9;30.08;28.03;28.2;-54.3;2016-12-04;552.81;;5235.9;29.2432;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-08-12;1.0;;107.46;4.35;-58.6;5163.37;5163.37;3820.89;166399.0;74.0;31.03;21.45;7.1;31.2;30.05;30.09;-56.15;2016-12-04;571.59;;5491.2;30.8245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-08-15;1.0;;107.46;4.35;-59.55;5246.57;5246.57;3882.46;166399.0;74.0;31.53;21.8;7.2;31.72;31.05;31.23;-57.05;2016-12-04;580.81;;3739.2;31.4246;771978.0;109540.0;606732.0;261831.0;;55706.0;53277.0;344901.0;148312.0;;16637.0;980.0;5017.0;193587.0;55031.0;;142891.0;;142891.0;142891.0;142891.0;1346258.0;1313349.0;24426.0;1447781.0;327136.0;53848.0;1847610.0;19283.0;;658923.0;788858.0;690086.0;690086.0;316958.0;;;317.0;-88107.0;601979.0;;241414.0;49983.0;463498.0;192660.0;-246279.0;335901.0;-273242.0;-852198.0;40908.0;463498.0;1009.0;2.08;2.2;15.0;114.64;-783.24;48.58;31.27;44.68;25.08;18.51;25.66;340919.0;463498.0;396625.0;2016-12-04
2011-08-16;1.0;;107.46;4.35;-58.15;5123.43;5123.43;3791.34;166399.0;74.0;30.79;21.28;7.1;31.35;30.4;31.33;-55.71;;567.17;;4089.6;30.8264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011-08-17;1.0;;107.46;4.35;-57.7;5083.49;5083.49;3761.78;166399.0;74.0;30.55;21.12;7.0;31.18;30.18;30.84;-55.28;;562.75;;2206.8;30.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011-08-18;1.0;;107.46;4.35;-54.6;4810.6;4810.6;3559.84;166399.0;74.0;28.91;19.99;6.6;29.89;28.655;29.7;-52.31;2016-12-04;532.54;;3790.0;28.9998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-08-19;1.0;;107.46;4.35;-54.26;4780.65;4780.65;3537.68;166399.0;74.0;28.73;19.86;6.6;29.74;28.5592;28.63;-51.98;2016-12-04;529.23;;3046.2;29.1292;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-08-22;1.0;;107.46;4.35;-54.49;4800.61;4800.61;3552.45;166399.0;74.0;28.85;19.94;6.6;29.4;28.65;29.18;-52.2;2016-12-04;531.44;;1890.4;28.9247;771978.0;109540.0;606732.0;261831.0;;55706.0;53277.0;344901.0;148312.0;;16637.0;980.0;5017.0;193587.0;55031.0;;142891.0;;142891.0;142891.0;142891.0;1346258.0;1313349.0;24426.0;1447781.0;327136.0;53848.0;1847610.0;19283.0;;658923.0;788858.0;690086.0;690086.0;316958.0;;;317.0;-88107.0;601979.0;;241414.0;49983.0;463498.0;192660.0;-246279.0;335901.0;-273242.0;-852198.0;40908.0;463498.0;1009.0;2.08;2.2;15.0;114.64;-783.24;48.58;31.27;44.68;25.08;18.51;25.66;340919.0;463498.0;396625.0;2016-12-04
2011-08-23;1.0;;107.46;4.35;-57.55;5070.18;5070.18;3751.93;166399.0;74.0;30.47;21.06;7.0;30.5;28.92;28.92;-55.13;2016-12-04;561.28;;2811.0;29.9856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-08-24;1.0;;107.46;4.35;-57.58;5073.51;5073.51;3754.4;166399.0;74.0;30.49;21.08;7.0;30.65;30.15;30.37;-55.17;2016-12-04;561.65;;2394.9;30.4115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-08-25;1.0;;107.46;4.35;-56.38;4967.85;4967.85;3676.21;166399.0;74.0;29.855;20.64;6.9;30.89;29.66;30.62;-54.02;2016-12-04;549.95;;2067.5;29.9672;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-08-26;1.0;;107.46;4.35;-57.45;5061.86;5061.86;3745.78;166399.0;74.0;30.42;21.03;7.0;30.68;29.4354;29.76;-55.04;2016-12-04;560.36;;1797.4;30.3204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-08-29;1.0;;107.46;4.35;-58.55;5158.38;5158.38;3817.2;166399.0;74.0;31.0;21.43;7.1;31.03;30.56;30.62;-56.09;2016-12-04;571.04;;1603.9;30.8241;771978.0;109540.0;606732.0;261831.0;;55706.0;53277.0;344901.0;148312.0;;16637.0;980.0;5017.0;193587.0;55031.0;;142891.0;;142891.0;142891.0;142891.0;1346258.0;1313349.0;24426.0;1447781.0;327136.0;53848.0;1847610.0;19283.0;;658923.0;788858.0;690086.0;690086.0;316958.0;;;317.0;-88107.0;601979.0;;241414.0;49983.0;463498.0;192660.0;-246279.0;335901.0;-273242.0;-852198.0;40908.0;463498.0;1009.0;2.08;2.2;15.0;114.64;-783.24;48.58;31.27;44.68;25.08;18.51;25.66;340919.0;463498.0;396625.0;2016-12-04
2011-08-30;1.0;;107.46;4.35;-58.72;5173.35;5173.35;3828.28;166399.0;74.0;31.09;21.49;7.1;31.35;30.64;30.78;-56.25;2016-12-04;572.7;;2335.5;31.0614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-08-31;1.0;;107.46;4.35;-58.83;5183.34;5183.34;3835.67;166399.0;74.0;31.15;21.53;7.2;31.47;30.935;31.32;-56.36;2016-12-04;573.81;;1892.8;31.1707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-09-01;1.0;;107.46;4.35;-58.14;5122.6;5122.6;3790.72;166399.0;74.0;30.785;21.28;7.1;31.565;30.66;31.09;-55.7;2016-12-04;567.08;;2127.7;31.0577;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-09-02;1.0;;107.46;4.35;-56.68;4993.64;4993.64;3695.29;166399.0;74.0;30.01;20.75;6.9;30.38;29.88;30.32;-54.3;2016-12-04;552.81;;1299.8;30.1027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-09-05;1.0;;107.46;4.35;-56.68;4993.64;4993.64;3695.29;166399.0;74.0;30.01;20.75;6.9;;;;-54.3;;552.81;;;;771978.0;109540.0;606732.0;261831.0;;55706.0;53277.0;344901.0;148312.0;;16637.0;980.0;5017.0;193587.0;55031.0;;142891.0;;142891.0;142891.0;142891.0;1346258.0;1313349.0;24426.0;1447781.0;327136.0;53848.0;1847610.0;19283.0;;658923.0;788858.0;690086.0;690086.0;316958.0;;;317.0;-88107.0;601979.0;;241414.0;49983.0;463498.0;192660.0;-246279.0;335901.0;-273242.0;-852198.0;40908.0;463498.0;1009.0;2.08;2.2;15.0;114.64;-783.24;48.58;31.27;44.68;25.08;18.51;25.66;340919.0;463498.0;396625.0;
2011-09-06;1.0;;107.46;4.35;-60.55;5334.76;5334.76;3947.72;166399.0;74.0;32.06;22.16;7.4;33.15;29.14;29.2;-58.01;2016-12-04;590.57;;11648.5;31.3514;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-09-07;1.0;;107.46;4.35;-65.16;5740.77;5740.77;4248.17;166399.0;74.0;34.5;23.85;7.9;35.18;31.77;32.12;-62.42;2016-12-04;635.51;;14898.9;34.2313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-09-08;1.0;;107.46;4.35;-64.04;5642.6;5642.6;4175.52;166399.0;74.0;33.91;23.44;7.8;34.88;33.62;34.23;-61.36;2016-12-04;624.65;;6011.4;34.1476;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-09-09;1.0;;107.46;4.35;-54.83;4830.57;4830.57;3574.62;166399.0;74.0;29.03;20.07;6.7;31.19;28.65;30.43;-52.53;2016-12-04;534.75;;15092.7;29.5502;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-09-12;1.0;;107.46;4.35;-55.43;4883.82;4883.82;3614.02;166399.0;74.0;29.35;20.29;6.7;29.46;28.34;28.76;-53.11;2016-12-04;540.65;;5420.9;29.0724;771978.0;109540.0;606732.0;261831.0;;55706.0;53277.0;344901.0;148312.0;;16637.0;980.0;5017.0;193587.0;55031.0;;142891.0;;142891.0;142891.0;142891.0;1346258.0;1313349.0;24426.0;1447781.0;327136.0;53848.0;1847610.0;19283.0;;658923.0;788858.0;690086.0;690086.0;316958.0;;;317.0;-88107.0;601979.0;;241414.0;49983.0;463498.0;192660.0;-246279.0;335901.0;-273242.0;-852198.0;40908.0;463498.0;1009.0;2.08;2.2;15.0;114.64;-783.24;48.58;31.27;44.68;25.08;18.51;25.66;340919.0;463498.0;396625.0;2016-12-04
2011-09-13;1.0;;107.46;4.35;-55.6;4898.79;4898.79;3625.1;166399.0;74.0;29.44;20.35;6.8;29.73;29.18;29.49;-53.27;2016-12-04;542.31;;2691.5;29.4953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-09-14;1.0;;107.46;4.35;-54.98;4843.88;4843.88;3584.47;166399.0;74.0;29.11;20.12;6.7;29.7;28.89;29.62;-52.67;2016-12-04;536.23;;4415.6;29.1483;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-09-15;1.0;;107.46;4.35;-54.94;4840.55;4840.55;3582.01;166399.0;74.0;29.09;20.11;6.7;29.6;28.97;29.48;-52.64;2016-12-04;535.86;;3380.8;29.1564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-09-16;1.0;;107.46;4.35;-54.77;4825.58;4825.58;3570.93;166399.0;74.0;29.0;20.05;6.7;29.48;28.87;29.23;-52.47;2016-12-04;534.2;;3935.8;29.0914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-09-19;1.0;;107.46;4.35;-55.09;4853.87;4853.87;3591.86;166399.0;74.0;29.17;20.16;6.7;29.33;28.6;28.66;-52.78;2016-12-04;537.33;;2610.3;28.9958;771978.0;109540.0;606732.0;261831.0;;55706.0;53277.0;344901.0;148312.0;;16637.0;980.0;5017.0;193587.0;55031.0;;142891.0;;142891.0;142891.0;142891.0;1346258.0;1313349.0;24426.0;1447781.0;327136.0;53848.0;1847610.0;19283.0;;658923.0;788858.0;690086.0;690086.0;316958.0;;;317.0;-88107.0;601979.0;;241414.0;49983.0;463498.0;192660.0;-246279.0;335901.0;-273242.0;-852198.0;40908.0;463498.0;1009.0;2.08;2.2;15.0;114.64;-783.24;48.58;31.27;44.68;25.08;18.51;25.66;340919.0;463498.0;396625.0;2016-12-04
2011-09-20;1.0;;107.46;4.35;-53.71;4732.39;4732.39;3501.97;166399.0;74.0;28.44;19.66;6.5;29.46;28.42;29.25;-51.46;2016-12-04;523.89;;2778.2;28.8747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-09-21;1.0;;107.46;4.35;-53.66;4727.4;4727.4;3498.27;166399.0;74.0;28.41;19.64;6.5;29.15;27.81;27.88;-51.4;2016-12-04;523.33;;3855.4;28.6539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-09-22;1.0;;107.46;4.35;-52.48;4624.23;4624.23;3421.93;166399.0;74.0;27.79;19.21;6.4;28.02;27.0;27.64;-50.28;2016-12-04;511.91;;4464.6;27.6022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-09-23;1.0;;107.46;4.35;-53.52;4715.75;4715.75;3489.66;166399.0;74.0;28.34;19.59;6.5;28.64;27.28;27.67;-51.28;2016-12-04;522.04;;2412.2;28.2447;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-09-26;1.0;;107.46;4.35;-54.96;4842.21;4842.21;3583.24;166399.0;74.0;29.1;20.12;6.7;29.14;27.51;28.53;-52.65;2016-12-04;536.04;;2643.2;28.3413;771978.0;109540.0;606732.0;261831.0;;55706.0;53277.0;344901.0;148312.0;;16637.0;980.0;5017.0;193587.0;55031.0;;142891.0;;142891.0;142891.0;142891.0;1346258.0;1313349.0;24426.0;1447781.0;327136.0;53848.0;1847610.0;19283.0;;658923.0;788858.0;690086.0;690086.0;316958.0;;;317.0;-88107.0;601979.0;;241414.0;49983.0;463498.0;192660.0;-246279.0;335901.0;-273242.0;-852198.0;40908.0;463498.0;1009.0;2.08;2.2;15.0;114.64;-783.24;48.58;31.27;44.68;25.08;18.51;25.66;340919.0;463498.0;396625.0;2016-12-04
2011-09-27;1.0;;107.46;4.35;-55.69;4907.11;4907.11;3631.26;166399.0;74.0;29.49;20.39;6.8;30.47;29.31;29.51;-53.36;;543.23;;2766.3;29.9469;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2011-09-28;1.0;;107.46;4.35;-53.98;4755.69;4755.69;3519.21;166399.0;74.0;28.58;19.76;6.6;29.58;28.51;29.52;-51.71;2016-12-04;526.46;;1542.0;28.9025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-09-29;1.0;;107.46;4.35;-54.68;4817.25;4817.25;3564.77;166399.0;74.0;28.95;20.01;6.7;29.2;28.31;29.07;-52.38;2016-12-04;533.28;;2665.1;28.7051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-09-30;1.0;;6.5;4.35;-54.03;4760.68;4760.68;3522.9;166399.0;74.0;28.61;19.78;6.6;29.21;28.33;28.57;-51.77;2016-12-04;527.02;;2129.2;28.744;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-10-03;1.0;;6.5;4.35;-51.97;4579.3;4579.3;3388.68;166399.0;74.0;27.52;19.02;6.3;28.57;27.5;28.37;-49.79;2016-12-04;506.94;;3615.4;27.8967;771978.0;109540.0;606732.0;261831.0;;55706.0;53277.0;344901.0;148312.0;;16637.0;980.0;5017.0;193587.0;55031.0;;142891.0;;142891.0;142891.0;142891.0;1346258.0;1313349.0;24426.0;1447781.0;327136.0;53848.0;1847610.0;19283.0;;658923.0;788858.0;690086.0;690086.0;316958.0;;;317.0;-88107.0;601979.0;;241414.0;49983.0;463498.0;192660.0;-246279.0;335901.0;-273242.0;-852198.0;40908.0;463498.0;1009.0;2.08;2.2;15.0;114.64;-783.24;48.58;31.27;44.68;25.08;18.51;25.66;340919.0;463498.0;396625.0;2016-12-04
2011-10-04;1.0;;6.5;4.35;-53.3;4695.78;4695.78;3474.88;166399.0;74.0;28.22;19.51;6.5;28.25;27.0;27.15;-51.06;2016-12-04;519.83;;3146.5;27.713;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-10-05;1.0;;6.5;4.35;-55.85;4920.42;4920.42;3641.11;166399.0;74.0;29.57;20.44;6.8;29.72;27.86;28.32;-53.5;2016-12-04;544.7;;2565.2;29.1362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-10-06;1.0;;6.5;4.35;-56.3;4960.36;4960.36;3670.67;166399.0;74.0;29.81;20.61;6.9;29.92;29.39;29.72;-53.94;2016-12-04;549.12;;2417.3;29.6952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-10-07;1.0;;6.5;4.35;-56.07;4940.39;4940.39;3655.89;166399.0;74.0;29.69;20.52;6.8;30.3395;29.54;29.9;-53.72;2016-12-04;546.91;;2328.5;29.8287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-10-10;1.0;;6.5;4.35;-58.0;5110.12;5110.12;3781.49;166399.0;74.0;30.71;21.23;7.1;30.73;30.11;30.21;-55.57;;565.7;;1146.5;30.4977;771978.0;109540.0;606732.0;261831.0;;55706.0;53277.0;344901.0;148312.0;;16637.0;980.0;5017.0;193587.0;55031.0;;142891.0;;142891.0;142891.0;142891.0;1346258.0;1313349.0;24426.0;1447781.0;327136.0;53848.0;1847610.0;19283.0;;658923.0;788858.0;690086.0;690086.0;316958.0;;;317.0;-88107.0;601979.0;;241414.0;49983.0;463498.0;192660.0;-246279.0;335901.0;-273242.0;-852198.0;40908.0;463498.0;1009.0;2.08;2.2;15.0;114.64;-783.24;48.58;31.27;44.68;25.08;18.51;25.66;340919.0;463498.0;396625.0;
2011-10-11;1.0;;6.5;4.35;-57.9;5101.8;5101.8;3775.33;166399.0;74.0;30.66;21.19;7.0;31.16;30.21;30.7;-55.48;2016-12-04;564.78;;1587.9;30.7246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-10-12;1.0;;6.5;4.35;-57.62;5076.84;5076.84;3756.86;166399.0;74.0;30.51;21.09;7.0;31.32;30.47;31.14;-55.2;2016-12-04;562.02;;1822.8;30.8275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-10-13;1.0;;6.5;4.35;-56.73;4998.63;4998.63;3698.99;166399.0;74.0;30.04;20.77;6.9;30.61;29.74;30.46;-54.35;2016-12-04;553.36;;2844.6;30.0084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
2011-10-14;1.0;;6.5;4.35;-57.56;5071.85;5071.85;3753.17;166399.0;74.0;30.48;21.07;7.0;30.78;29.88;30.56;-55.15;2016-12-04;561.46;;1710.8;30.1767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2016-12-04
