NASCOMP;DSRI;IDV;MV;PH;PI;PL;PO;RI
1990-05-16;679.55;;;442.95;442.93;440.31;442.3;
1990-05-17;677.01;;;445.8;445.74;442.88;445.0;
1990-05-18;685.81;;;448.52;448.31;444.97;446.0;
1990-05-21;686.68;;;452.89;452.89;448.23;448.9;
1990-05-22;691.5;;;455.62;453.89;452.09;455.2;
1990-05-23;698.46;;;456.91;456.87;453.11;453.8;
1990-05-24;699.1;;;458.87;458.29;456.86;457.5;
1990-05-25;695.98;;;458.26;453.69;452.95;454.6;
1990-05-28;696.03;;;;453.69;;;
1990-05-29;703.91;;;457.63;457.51;453.54;454.1;
1990-05-30;704.72;;;459.98;458.77;457.52;459.4;
1990-05-31;707.21;;;459.98;458.97;457.44;458.2;
1990-06-01;710.3;;;462.56;462.13;459.1;459.5;
1990-06-04;707.86;;;465.72;465.61;460.48;462.8;
1990-06-05;706.81;;;467.62;464.61;463.99;467.2;
1990-06-06;705.75;;;465.18;464.96;463.15;463.4;
1990-06-07;707.48;;;466.61;464.09;462.35;465.8;
1990-06-08;700.7;;;464.11;460.87;459.2;463.1;
1990-06-11;696.63;;;462.81;462.79;458.39;459.4;
1990-06-12;699.4;;;466.59;466.56;462.81;464.7;
1990-06-13;698.64;;;469.42;468.86;466.56;467.4;
1990-06-14;701.41;;;468.92;467.1;465.81;467.8;
1990-06-15;702.03;;;468.31;467.55;466.15;466.8;
1990-06-18;695.53;;;467.59;460.79;460.44;465.7;
1990-06-19;693.21;;;461.05;460.53;458.6;459.8;
1990-06-20;696.73;;;462.34;460.8;459.52;462.0;
1990-06-21;695.96;;;461.36;461.27;459.19;460.3;
1990-06-22;687.84;;;462.87;459.33;459.25;462.7;
1990-06-25;680.0;;;459.76;455.64;455.44;459.1;
1990-06-26;683.61;;;458.16;455.38;455.13;457.6;
1990-06-27;696.25;;;457.2;456.89;453.1;454.3;
1990-06-28;700.28;;;460.52;460.38;456.9;458.4;
1990-06-29;699.0;;;462.54;462.29;460.39;461.1;
1990-07-02;701.69;;;462.46;462.04;461.32;461.6;
1990-07-03;701.37;;;462.05;461.76;460.73;461.2;
1990-07-04;701.43;;;;467.17;;;
1990-07-05;701.92;;;461.75;459.19;458.27;460.0;
1990-07-06;707.23;;;460.75;460.53;457.54;458.7;
1990-07-09;708.33;;;462.26;461.68;460.54;461.3;
1990-07-10;706.24;;;462.75;460.97;460.66;461.9;
1990-07-11;711.63;;;463.97;463.9;460.27;460.5;
1990-07-12;715.94;;;467.26;467.17;463.18;464.9;
1990-07-13;718.68;;;470.3;468.44;466.9;467.6;
1990-07-16;726.35;;;470.17;469.6;468.06;468.7;
1990-07-17;721.65;;;470.02;464.48;463.81;469.5;
1990-07-18;718.57;;;464.5;460.82;459.83;463.2;
1990-07-19;714.29;;;460.8;458.17;455.25;457.2;
1990-07-20;706.14;;;459.77;455.27;455.08;459.6;
1990-07-23;691.85;;;455.27;444.64;441.24;451.8;
1990-07-24;687.23;;;445.8;442.56;438.13;444.5;
1990-07-25;691.34;;;445.9;445.45;442.56;444.4;
1990-07-26;679.88;;;447.06;445.43;444.33;446.0;
1990-07-27;676.87;;;445.47;442.59;442.13;444.2;
1990-07-30;676.22;;;442.58;439.38;436.77;439.3;
1990-07-31;683.86;;;440.06;438.24;436.76;439.3;
1990-08-01;678.36;;;438.59;435.91;435.07;437.7;
1990-08-02;655.03;;;435.84;428.89;427.35;430.2;
1990-08-03;639.83;;;428.9;417.46;408.08;423.5;
1990-08-06;610.33;;;417.34;400.04;399.42;403.7;
1990-08-07;622.47;;;406.72;402.08;400.11;401.1;
1990-08-08;625.26;;;408.01;407.73;402.06;404.1;
1990-08-09;632.28;;;413.17;412.98;407.73;409.7;
1990-08-10;623.48;;;413.22;408.03;406.27;412.6;
1990-08-13;615.58;;;408.58;408.3;404.07;404.8;
1990-08-14;623.3;;;410.63;410.33;408.35;409.3;
1990-08-15;638.42;;;413.35;411.45;410.3;412.8;
1990-08-16;623.66;;;411.45;402.27;402.21;408.6;
1990-08-17;610.22;;;402.22;393.49;389.65;396.4;
1990-08-20;609.18;;;410.0;388.59;388.31;393.6;
1990-08-21;591.8;;;388.55;379.68;375.74;380.6;
1990-08-22;587.32;;;383.02;374.84;374.75;381.6;
1990-08-23;560.97;;;374.73;360.22;359.67;363.8;
1990-08-24;578.43;;;367.37;367.33;360.26;365.2;
1990-08-27;605.51;;;382.22;381.27;367.35;377.5;
1990-08-28;608.53;;;383.33;382.86;379.68;381.3;
1990-08-29;604.56;;;383.48;381.78;380.41;381.6;
1990-08-30;604.42;;;383.19;378.68;378.39;381.5;
1990-08-31;607.02;;;381.34;381.21;377.22;378.3;
1990-09-03;607.06;;;;381.21;;;
1990-09-04;598.54;;;381.77;381.67;378.54;379.0;
1990-09-05;594.43;;;383.21;382.44;381.15;383.0;
1990-09-06;588.57;;;382.43;378.78;377.65;380.7;
1990-09-07;593.89;;;380.57;380.38;376.53;376.8;
1990-09-10;602.89;;;385.19;381.73;380.39;383.9;
1990-09-11;594.42;;;381.74;379.49;378.11;380.6;
1990-09-12;604.51;;;381.19;380.32;378.18;380.2;
1990-09-13;602.74;;;381.66;376.18;375.79;380.3;
1990-09-14;596.82;;;376.18;374.42;372.7;374.1;
1990-09-17;591.09;;;374.78;374.11;372.67;373.6;
1990-09-18;584.79;;;374.1;372.21;370.18;372.1;
1990-09-19;581.71;;;373.76;371.68;371.51;373.2;
1990-09-20;566.97;;;371.66;364.43;364.17;369.6;
1990-09-21;567.5;;;364.44;362.54;360.27;362.9;
1990-09-24;557.04;;;362.24;352.16;351.08;358.2;
1990-09-25;561.84;;;354.79;354.78;351.54;353.3;
1990-09-26;543.13;;;355.16;350.03;349.09;353.9;
1990-09-27;534.45;;;352.61;341.19;340.27;351.3;
1990-09-28;531.47;;;344.51;344.51;334.54;334.6;
1990-10-01;549.23;;;354.77;354.65;344.52;349.0;
1990-10-02;571.97;;;360.97;356.39;354.7;360.2;
1990-10-03;561.13;;;356.38;351.45;351.12;355.1;
1990-10-04;565.31;;;351.45;349.89;347.91;350.1;
1990-10-05;574.54;;;349.81;347.36;343.08;344.4;
1990-10-08;587.04;;;350.27;348.14;347.34;349.8;
1990-10-09;570.34;;;348.17;339.11;338.55;344.9;
1990-10-10;565.63;;;339.08;333.25;332.87;336.0;
1990-10-11;555.31;;;334.06;325.61;324.25;331.5;
1990-10-12;564.33;;;327.98;327.55;322.93;326.5;
1990-10-15;573.57;;;330.18;329.54;325.84;329.5;
1990-10-16;572.84;;;329.8;325.44;324.96;328.5;
1990-10-17;580.41;;;328.11;326.78;324.09;325.1;
1990-10-18;590.52;;;334.11;334.03;326.74;328.8;
1990-10-19;593.9;;;338.87;337.36;334.04;338.4;
1990-10-22;604.82;;;342.25;341.12;336.7;338.0;
1990-10-23;596.72;;;342.6;341.09;339.99;340.4;
1990-10-24;595.29;;;341.08;340.98;338.84;339.6;
1990-10-25;599.08;;;342.27;339.74;338.38;341.7;
1990-10-26;585.66;;;339.72;334.36;334.15;337.7;
1990-10-29;583.44;;;335.42;330.8;330.34;334.5;
1990-10-30;576.78;;;330.8;329.83;326.97;330.0;
1990-10-31;574.57;;;331.5;329.84;328.89;330.4;
1990-11-01;563.84;;;330.64;330.6;327.75;328.6;
1990-11-02;576.61;;;336.66;336.45;330.62;331.6;
1990-11-05;584.6;;;340.84;340.76;336.41;339.0;
1990-11-06;576.98;;;342.79;340.53;340.17;341.7;
1990-11-07;563.82;;;340.53;336.8;336.07;339.3;
1990-11-08;558.7;;;338.36;336.37;335.36;335.9;
1990-11-09;568.54;;;341.95;341.95;336.36;338.7;
1990-11-12;581.08;;;351.55;351.46;341.94;344.8;
1990-11-13;582.62;;;353.53;352.87;350.59;351.9;
1990-11-14;584.11;;;356.96;356.87;352.05;353.1;
1990-11-15;574.54;;;356.86;354.46;353.6;355.5;
1990-11-16;574.35;;;354.46;350.85;349.03;351.9;
1990-11-19;579.92;;;353.35;352.73;350.85;352.6;
1990-11-20;569.61;;;353.63;348.29;347.97;352.1;
1990-11-21;569.7;;;348.93;348.77;346.46;348.3;
1990-11-22;569.71;;;;348.77;;;
1990-11-23;576.17;;;349.73;349.04;348.75;348.8;
1990-11-26;573.67;;;349.03;348.86;345.49;346.2;
1990-11-27;579.68;;;354.2;354.05;348.87;350.0;
1990-11-28;573.22;;;356.91;355.06;354.06;354.8;
1990-11-29;560.88;;;355.76;355.75;352.99;353.9;
1990-11-30;564.97;;;359.06;359.06;353.9;354.1;
1990-12-03;560.79;;;362.28;361.32;359.05;361.1;
1990-12-04;559.7;;;364.29;364.11;360.42;360.6;
1990-12-05;573.02;;;370.97;370.87;364.02;364.9;
1990-12-06;586.78;;;378.03;372.29;370.92;377.4;
1990-12-07;592.56;;;372.35;371.54;369.02;371.7;
1990-12-10;594.33;;;371.59;371.47;369.72;370.4;
1990-12-11;589.36;;;371.51;367.99;367.73;369.8;
1990-12-12;592.68;;;370.42;370.42;366.86;368.3;
1990-12-13;595.64;;;371.8;371.5;370.05;370.8;
1990-12-14;589.29;;;371.5;368.83;366.98;369.7;
1990-12-17;585.12;;;368.82;365.72;364.46;364.7;
1990-12-18;595.47;;;370.24;370.17;365.69;366.7;
1990-12-19;593.96;;;371.74;371.22;370.14;370.7;
1990-12-20;585.95;;;372.68;372.3;367.87;369.0;
1990-12-21;586.4;;;373.79;372.4;371.54;372.2;
1990-12-24;582.15;;;373.6;372.41;371.72;371.9;
1990-12-25;582.19;;;;372.41;;;
1990-12-26;576.64;;;373.35;372.4;371.62;372.7;
1990-12-27;576.1;;;372.99;371.05;370.28;372.2;
1990-12-28;578.26;;;371.31;371.2;369.35;369.6;
1990-12-31;578.82;;;373.84;373.84;369.77;370.3;
1991-01-01;578.86;;;;373.84;;;
1991-01-02;579.28;;;373.84;372.19;371.75;373.0;
1991-01-03;576.2;;;372.22;367.51;367.27;371.2;
1991-01-04;578.29;;;367.96;367.24;365.83;366.5;
1991-01-07;564.74;;;367.24;360.24;360.11;363.5;
1991-01-08;560.03;;;365.02;359.0;358.13;359.1;
1991-01-09;560.75;;;365.02;357.45;357.09;362.4;
1991-01-10;570.42;;;362.02;361.92;357.43;358.9;
1991-01-11;572.53;;;362.18;361.8;360.53;362.1;
1991-01-14;562.59;;;361.76;355.75;352.85;355.2;
1991-01-15;563.21;;;357.48;357.3;354.47;354.9;
1991-01-16;567.93;;;365.28;365.2;357.2;358.6;
1991-01-17;602.45;;;380.38;375.81;365.38;379.1;
1991-01-18;602.53;;;377.07;376.99;371.72;373.1;
1991-01-21;598.16;;;379.93;379.9;374.2;374.5;
1991-01-22;597.61;;;381.79;379.03;378.29;380.1;
1991-01-23;599.22;;;384.19;383.91;378.03;379.0;
1991-01-24;611.04;;;391.8;391.33;383.91;386.7;
1991-01-25;609.21;;;395.14;394.28;390.96;391.8;
1991-01-28;614.25;;;397.68;396.8;393.56;394.5;
1991-01-29;619.63;;;400.69;400.61;395.6;396.0;
1991-01-30;630.73;;;408.57;408.53;400.31;401.9;
1991-01-31;628.51;;;414.29;414.2;408.45;409.8;
1991-02-01;634.08;;;418.99;417.69;413.45;415.1;
1991-02-04;644.27;;;425.03;424.8;417.52;418.8;
1991-02-05;656.94;;;432.23;432.2;424.8;427.2;
1991-02-06;665.4;;;439.34;439.24;430.33;432.3;
1991-02-07;662.84;;;442.53;435.01;433.34;439.1;
1991-02-08;668.13;;;437.04;436.8;433.04;434.1;
1991-02-11;679.04;;;444.26;444.1;436.77;444.1;
1991-02-12;676.48;;;445.46;443.98;442.47;443.6;
1991-02-13;681.61;;;448.02;447.97;442.79;443.8;
1991-02-14;675.68;;;450.4;444.31;443.04;449.4;
1991-02-15;694.03;;;449.19;448.71;444.31;447.9;
1991-02-18;694.07;;;;448.71;;;
1991-02-19;698.59;;;450.32;450.32;447.45;448.2;
1991-02-20;689.26;;;450.32;446.02;445.72;447.3;
1991-02-21;689.81;;;447.73;446.38;446.02;447.2;
1991-02-22;691.14;;;453.05;448.95;446.27;447.8;
1991-02-25;696.88;;;454.47;451.09;448.98;453.6;
1991-02-26;686.43;;;451.17;447.71;446.39;448.4;
1991-02-27;693.4;;;450.96;450.82;446.79;447.0;
1991-02-28;693.87;;;453.65;453.05;450.27;452.8;
1991-03-01;686.51;;;456.74;456.73;450.26;450.6;
1991-03-04;692.26;;;461.39;461.13;456.76;458.1;
1991-03-05;707.2;;;473.57;473.05;461.14;463.6;
1991-03-06;711.83;;;478.63;473.8;473.11;478.0;
1991-03-07;714.92;;;476.23;475.74;472.33;474.7;
1991-03-08;713.1;;;478.9;475.11;475.02;478.2;
1991-03-11;700.16;;;475.13;467.15;466.54;473.0;
1991-03-12;698.38;;;467.16;461.4;461.17;465.6;
1991-03-13;702.42;;;468.34;468.18;461.01;461.33;
1991-03-14;704.71;;;472.76;467.79;466.65;471.01;
1991-03-15;702.13;;;468.6;466.29;464.26;466.98;
1991-03-18;701.34;;;468.1;466.27;463.53;465.75;
1991-03-19;693.09;;;466.21;462.81;458.98;460.17;
1991-03-20;692.59;;;466.23;466.09;461.79;462.21;
1991-03-21;695.5;;;469.46;464.6;464.17;468.31;
1991-03-22;687.34;;;464.85;464.15;462.97;464.31;
1991-03-25;688.73;;;469.14;468.49;464.13;465.3;
1991-03-26;696.66;;;478.76;478.57;468.53;470.28;
1991-03-27;697.07;;;483.02;482.37;468.53;481.38;
1991-03-28;692.76;;;483.48;482.3;481.71;482.34;
1991-03-29;692.8;;;;482.3;;;
1991-04-01;677.85;;;482.31;480.86;479.01;480.18;
1991-04-02;697.98;;;491.23;491.2;480.88;483.65;
1991-04-03;703.6;;;496.41;495.05;491.31;493.33;
1991-04-04;709.71;;;499.55;497.57;494.29;494.64;
1991-04-05;702.24;;;499.43;495.79;493.98;498.58;
1991-04-08;699.9;;;495.84;495.65;493.81;494.47;
1991-04-09;696.85;;;497.52;492.46;491.9;497.44;
1991-04-10;693.73;;;493.81;490.76;488.75;492.73;
1991-04-11;706.13;;;499.54;499.31;490.8;494.91;
1991-04-12;709.67;;;502.32;501.62;498.47;501.4;
1991-04-15;711.56;;;501.73;500.84;497.64;500.02;
1991-04-16;718.3;;;506.89;506.75;500.29;501.18;
1991-04-17;721.94;;;512.75;511.31;506.82;509.62;
1991-04-18;709.61;;;511.35;506.62;506.41;509.36;
1991-04-19;698.31;;;506.62;501.19;500.41;503.28;
1991-04-22;686.48;;;501.17;494.38;493.06;497.71;
1991-04-23;692.74;;;498.43;496.08;494.32;497.73;
1991-04-24;694.05;;;498.68;498.45;495.88;496.42;
1991-04-25;687.9;;;498.84;496.03;495.86;497.7;
1991-04-26;687.4;;;496.04;494.64;492.27;493.14;
1991-04-29;681.63;;;496.1;487.74;487.65;495.28;
1991-04-30;683.43;;;487.73;484.72;479.55;487.38;
1991-05-01;682.95;;;487.89;487.85;481.45;481.94;
1991-05-02;684.93;;;492.36;491.13;487.87;490.64;
1991-05-03;683.04;;;492.2;492.1;489.72;490.57;
1991-05-06;682.79;;;492.12;491.48;489.27;490.78;
1991-05-07;682.71;;;494.15;491.51;491.31;493.69;
1991-05-08;684.01;;;493.21;492.51;489.88;490.28;
1991-05-09;691.97;;;497.97;497.81;492.57;494.98;
1991-05-10;683.31;;;500.02;493.42;493.08;498.97;
1991-05-13;682.6;;;497.43;493.93;493.44;494.29;
1991-05-14;677.09;;;493.92;488.79;488.05;491.85;
1991-05-15;669.7;;;488.78;478.08;476.53;486.12;
1991-05-16;670.58;;;482.76;481.77;478.1;481.36;
1991-05-17;669.44;;;481.74;481.38;478.36;480.18;
1991-05-20;663.93;;;481.9;480.1;479.2;480.52;
1991-05-21;669.45;;;484.7;483.6;480.09;481.96;
1991-05-22;674.32;;;487.96;487.29;483.6;485.92;
1991-05-23;677.47;;;490.04;489.6;487.29;489.13;
1991-05-24;679.14;;;492.82;492.67;489.6;490.93;
1991-05-27;679.19;;;;492.67;;;
1991-05-28;682.29;;;497.2;497.17;492.65;494.51;
1991-05-29;684.6;;;500.3;499.05;497.1;497.76;
1991-05-30;688.9;;;503.78;503.19;498.88;499.3;
1991-05-31;692.78;;;506.16;506.11;501.92;504.23;
1991-06-03;694.4;;;507.47;507.1;504.33;505.84;
1991-06-04;694.27;;;507.29;507.25;504.28;505.53;
1991-06-05;688.03;;;508.07;505.2;504.73;506.82;
1991-06-06;682.85;;;505.97;502.94;502.55;505.53;
1991-06-07;677.71;;;502.94;498.54;496.9;500.58;
1991-06-10;670.26;;;498.89;495.85;495.39;498.4;
1991-06-11;672.14;;;498.77;496.62;495.68;497.16;
1991-06-12;664.82;;;496.62;491.05;488.99;493.63;
1991-06-13;666.45;;;491.76;491.14;489.83;490.27;
1991-06-14;672.26;;;495.27;495.07;491.16;493.95;
1991-06-17;670.87;;;496.03;494.32;494.09;494.76;
1991-06-18;665.39;;;494.74;491.59;490.8;494.2;
1991-06-19;655.01;;;491.59;485.36;484.27;487.57;
1991-06-20;659.23;;;486.32;485.88;482.54;483.78;
1991-06-21;660.51;;;487.73;485.82;485.3;487.37;
1991-06-24;642.02;;;485.83;475.23;475.09;482.79;
1991-06-25;647.84;;;478.25;473.3;472.87;477.19;
1991-06-26;646.07;;;473.98;473.08;470.92;472.4;
1991-06-27;651.32;;;476.35;476.24;473.07;474.42;
1991-06-28;645.66;;;476.51;475.92;470.95;475.75;
1991-07-01;661.94;;;481.6;481.31;475.91;478.06;
1991-07-02;657.09;;;481.3;478.78;478.62;480.78;
1991-07-03;644.25;;;478.77;474.32;473.09;475.15;
1991-07-04;644.28;;;;474.32;;;
1991-07-05;647.16;;;475.1;474.05;473.15;474.17;
1991-07-08;651.13;;;479.59;479.51;471.17;471.83;
1991-07-09;662.04;;;485.13;483.64;479.55;481.59;
1991-07-10;669.61;;;489.33;487.17;483.63;484.4;
1991-07-11;668.0;;;488.5;488.37;486.2;486.75;
1991-07-12;675.66;;;492.76;492.71;488.11;490.12;
1991-07-15;681.24;;;496.45;496.19;492.67;493.64;
1991-07-16;675.63;;;497.43;493.6;493.58;496.7;
1991-07-17;672.07;;;493.6;493.42;491.29;492.95;
1991-07-18;675.12;;;497.0;496.8;493.42;494.16;
1991-07-19;679.08;;;498.75;497.0;496.26;497.63;
1991-07-22;674.0;;;497.72;494.99;494.4;497.44;
1991-07-23;670.57;;;496.08;489.65;489.48;494.44;
1991-07-24;671.91;;;490.38;487.42;487.4;487.9;
1991-07-25;670.11;;;490.57;490.28;487.35;487.9;
1991-07-26;678.99;;;493.05;492.69;490.27;490.62;
1991-07-29;678.09;;;493.56;493.35;490.95;492.35;
1991-07-30;686.75;;;498.35;498.27;493.36;495.06;
1991-07-31;691.39;;;502.21;502.04;498.28;499.62;
1991-08-01;694.19;;;504.32;504.15;501.63;502.27;
1991-08-02;694.69;;;507.33;505.67;504.17;506.52;
1991-08-05;690.15;;;505.68;502.61;502.46;504.29;
1991-08-06;693.61;;;505.47;505.2;501.4;502.66;
1991-08-07;695.92;;;507.71;507.46;505.1;506.78;
1991-08-08;696.38;;;510.26;509.39;507.47;508.45;
1991-08-09;693.46;;;509.97;508.31;507.53;509.15;
1991-08-12;693.02;;;510.23;510.0;507.14;507.64;
1991-08-13;695.48;;;515.27;514.4;510.0;511.52;
1991-08-14;699.32;;;517.98;517.68;514.42;516.23;
1991-08-15;695.0;;;518.52;515.67;515.28;517.77;
1991-08-16;685.54;;;515.85;512.47;510.83;514.73;
1991-08-19;654.32;;;511.98;497.64;487.0;489.36;
1991-08-20;665.04;;;504.02;502.05;497.7;502.28;
1991-08-21;694.71;;;517.97;517.97;502.14;510.67;
1991-08-22;692.8;;;519.39;518.3;516.25;517.85;
1991-08-23;693.07;;;521.52;521.06;516.12;519.21;
1991-08-26;691.17;;;521.48;521.38;519.28;520.43;
1991-08-27;691.42;;;522.26;521.75;519.26;522.2;
1991-08-28;697.0;;;526.48;526.29;521.64;522.45;
1991-08-29;699.31;;;527.76;526.39;525.33;527.03;
1991-08-30;700.22;;;526.65;525.68;523.54;525.64;
1991-09-02;700.26;;;;525.68;;;
1991-09-03;698.32;;;526.58;520.91;520.8;526.3;
1991-09-04;699.51;;;521.63;517.92;517.16;520.7;
1991-09-05;698.5;;;518.82;516.93;516.36;517.87;
1991-09-06;697.5;;;518.36;516.94;516.39;516.86;
1991-09-09;701.21;;;518.14;518.07;516.3;516.48;
1991-09-10;695.21;;;518.5;511.28;510.97;516.45;
1991-09-11;700.16;;;514.86;514.76;511.23;511.9;
1991-09-12;710.59;;;521.15;521.13;514.77;518.36;
1991-09-13;706.81;;;522.03;516.71;516.04;520.29;
1991-09-16;707.18;;;517.14;515.68;514.08;516.31;
1991-09-17;707.52;;;516.23;515.17;513.85;516.08;
1991-09-18;708.72;;;518.96;518.55;513.8;514.23;
1991-09-19;712.88;;;523.55;522.67;518.57;519.74;
1991-09-20;716.31;;;528.23;527.19;522.69;525.07;
1991-09-23;715.42;;;527.22;524.69;524.02;526.26;
1991-09-24;719.7;;;526.55;526.47;522.99;525.5;
1991-09-25;722.97;;;528.45;527.82;525.97;526.5;
1991-09-26;724.23;;;528.37;526.94;524.88;525.23;
1991-09-27;719.5;;;529.29;524.48;523.96;529.14;
1991-09-30;722.11;;;527.01;526.88;522.28;524.62;
1991-10-01;726.33;;;528.91;528.51;525.86;527.14;
1991-10-02;725.28;;;529.21;526.33;526.09;528.46;
1991-10-03;724.35;;;526.31;520.51;519.78;524.53;
1991-10-04;725.73;;;522.69;520.4;519.9;520.34;
1991-10-07;722.07;;;520.45;516.2;515.87;517.94;
1991-10-08;719.04;;;517.28;517.25;514.73;515.73;
1991-10-09;716.24;;;517.48;513.81;513.8;516.43;
1991-10-10;720.48;;;516.45;515.94;513.08;514.48;
1991-10-11;722.22;;;519.16;519.05;515.94;517.97;
1991-10-14;728.22;;;525.69;525.66;519.0;521.02;
1991-10-15;735.19;;;534.12;534.11;525.67;526.76;
1991-10-16;741.18;;;541.05;540.94;534.13;535.22;
1991-10-17;738.24;;;540.96;536.27;535.27;538.16;
1991-10-18;744.39;;;539.22;538.9;536.27;537.28;
1991-10-21;740.09;;;539.2;536.96;535.7;538.31;
1991-10-22;738.91;;;539.58;537.14;536.82;539.36;
1991-10-23;735.03;;;538.45;535.17;534.11;537.89;
1991-10-24;731.96;;;535.68;528.75;527.63;533.96;
1991-10-25;727.96;;;528.82;525.13;524.89;526.81;
1991-10-28;732.88;;;529.46;529.41;525.14;526.57;
1991-10-29;739.0;;;534.62;534.51;529.29;531.1;
1991-10-30;744.41;;;541.52;541.32;534.54;537.55;
1991-10-31;748.9;;;543.11;542.98;540.92;541.79;
1991-11-01;750.18;;;543.64;540.93;539.87;542.17;
1991-11-04;746.4;;;540.95;537.5;536.65;539.07;
1991-11-05;747.5;;;540.41;538.82;537.13;537.83;
1991-11-06;744.54;;;540.94;539.48;537.72;539.27;
1991-11-07;747.71;;;545.55;545.28;539.5;540.18;
1991-11-08;749.15;;;549.31;548.08;545.29;549.04;
1991-11-11;751.04;;;551.21;550.71;548.16;549.17;
1991-11-12;756.46;;;556.04;555.68;550.76;553.44;
1991-11-13;754.29;;;556.39;556.17;550.86;551.83;
1991-11-14;746.63;;;558.29;554.84;552.93;557.71;
1991-11-15;717.2;;;554.92;531.28;531.17;551.63;
1991-11-18;724.32;;;535.14;534.73;525.47;529.94;
1991-11-19;710.86;;;534.69;523.47;516.34;529.36;
1991-11-20;713.83;;;527.97;526.12;523.52;526.83;
1991-11-21;716.13;;;530.48;530.33;526.12;526.97;
1991-11-22;711.57;;;530.96;526.46;523.98;530.25;
1991-11-25;712.41;;;526.59;522.88;522.81;523.92;
1991-11-26;709.22;;;525.24;522.23;517.9;523.25;
1991-11-27;708.57;;;522.93;522.78;521.31;522.1;
1991-11-28;708.62;;;;522.78;;;
1991-11-29;706.97;;;524.3;523.9;521.67;522.0;
1991-12-02;713.54;;;530.93;530.91;518.53;519.48;
1991-12-03;716.48;;;533.68;533.34;530.85;531.45;
1991-12-04;723.0;;;536.13;535.28;533.18;533.75;
1991-12-05;722.09;;;536.74;534.03;533.16;535.68;
1991-12-06;722.54;;;537.54;536.3;531.52;532.48;
1991-12-09;721.12;;;538.9;535.35;534.88;537.28;
1991-12-10;718.33;;;535.97;534.23;531.68;534.96;
1991-12-11;714.09;;;536.8;531.64;529.17;534.95;
1991-12-12;722.05;;;536.08;536.02;531.64;533.35;
1991-12-13;727.35;;;541.11;540.9;536.07;539.01;
1991-12-16;731.73;;;543.99;543.73;540.39;541.13;
1991-12-17;727.58;;;544.09;539.7;539.2;543.03;
1991-12-18;726.23;;;540.27;539.84;537.08;538.05;
1991-12-19;716.18;;;539.72;534.53;533.65;536.06;
1991-12-20;717.57;;;539.92;535.76;534.57;538.26;
1991-12-23;731.24;;;544.0;543.9;535.32;535.88;
1991-12-24;734.79;;;550.98;549.56;543.86;545.42;
1991-12-25;734.83;;;;549.56;;;
1991-12-26;751.06;;;559.79;559.3;549.52;551.43;
1991-12-27;757.39;;;566.69;565.71;559.31;562.05;
1991-12-30;774.34;;;579.79;579.75;565.79;568.41;
1991-12-31;781.37;;;586.35;586.34;578.29;584.77;
1992-01-01;781.41;;;;586.34;;;
1992-01-02;784.65;;;586.5;586.45;576.04;580.04;
1992-01-03;790.69;;;592.97;592.65;586.5;589.18;
1992-01-06;802.67;;;598.07;597.9;592.69;595.08;
1992-01-07;803.26;;;602.63;602.29;594.28;595.36;
1992-01-08;804.8;;;610.77;610.32;598.49;601.08;
1992-01-09;814.91;;;621.08;619.8;610.42;614.43;
1992-01-10;804.67;;;619.87;615.7;610.44;618.71;
1992-01-13;802.34;;;617.65;617.63;613.08;614.14;
1992-01-14;813.12;;;625.76;625.75;617.71;618.23;
1992-01-15;814.19;;;631.35;630.82;625.09;627.92;
1992-01-16;809.07;;;633.08;627.34;625.28;631.8;
1992-01-17;813.53;;;629.69;626.85;624.99;628.17;
1992-01-20;804.58;;;627.2;619.38;619.22;625.12;
1992-01-21;793.53;;;619.42;604.87;604.86;608.96;
1992-01-22;815.0;;;620.7;620.68;604.87;608.47;
1992-01-23;814.37;;;626.9;622.86;620.7;624.73;
1992-01-24;814.09;;;625.91;624.68;621.33;623.27;
1992-01-27;804.14;;;625.84;621.0;620.99;625.38;
1992-01-28;805.8;;;623.38;621.29;618.9;622.44;
1992-01-29;801.78;;;626.4;616.31;616.1;621.9;
1992-01-30;807.2;;;621.49;621.37;615.3;615.83;
1992-01-31;810.6;;;622.47;620.21;618.99;621.61;
1992-02-03;814.12;;;623.89;623.43;619.6;620.57;
1992-02-04;819.41;;;631.44;631.0;623.48;626.11;
1992-02-05;825.15;;;638.01;636.97;631.01;633.39;
1992-02-06;825.63;;;640.81;637.67;636.23;638.96;
1992-02-07;823.45;;;640.33;634.95;631.53;639.24;
1992-02-10;819.04;;;635.07;634.13;632.08;633.62;
1992-02-11;815.39;;;635.21;633.37;631.72;634.46;
1992-02-12;822.14;;;644.94;644.92;632.62;635.31;
1992-02-13;815.35;;;639.16;639.1;635.75;646.09;
1992-02-14;803.91;;;639.16;636.43;635.75;637.47;
1992-02-17;803.94;;;;636.43;;;
1992-02-18;792.56;;;637.28;626.41;626.37;636.21;
1992-02-19;789.83;;;626.34;622.41;619.11;621.59;
1992-02-20;798.96;;;632.67;632.23;622.42;626.32;
1992-02-21;797.72;;;634.06;629.75;628.14;633.3;
1992-02-24;790.1;;;630.72;624.93;624.19;628.93;
1992-02-25;788.33;;;625.89;621.4;616.83;623.55;
1992-02-26;800.1;;;632.58;632.4;621.4;626.42;
1992-02-27;803.41;;;636.61;633.95;632.41;636.06;
1992-02-28;801.13;;;636.58;633.47;631.11;636.34;
1992-03-02;804.52;;;635.54;635.47;632.36;634.04;
1992-03-03;796.75;;;637.25;634.25;634.0;634.95;
