Date,PA1436583006-P,US22160K1051-P,US4581401001-P,AN8068571086-P
2008-08-25,36.36,66.45,22.97,96.18
2008-08-26,36.0,66.52,23.15,98.0
2008-08-27,36.23,66.71,23.41,98.52
2008-08-28,37.78,67.81,23.59,96.68
2008-08-29,37.06,67.06,22.87,94.22
2008-09-01,37.06,67.06,22.87,94.22
2008-09-02,39.13,68.26,22.58,90.46
2008-09-03,39.05,68.33,21.54,88.65
2008-09-04,37.9,67.36,20.52,86.74
2008-09-05,38.99,68.44,20.61,85.79
2008-09-08,40.71,68.93,20.97,86.01
2008-09-09,40.02,68.63,20.33,80.9
2008-09-10,39.6,69.43,20.16,84.61
2008-09-11,40.25,70.37,20.19,87.03
2008-09-12,41.1,69.55,20.16,88.68
2008-09-15,41.02,68.95,19.36,82.95
2008-09-16,40.97,68.88,19.48,86.85
2008-09-17,38.93,65.37,18.55,82.02
2008-09-18,39.23,68.23,19.26,82.64
2008-09-19,39.76,66.09,19.23,90.71
2008-09-22,37.39,64.32,18.5,89.94
2008-09-23,37.22,64.16,18.63,86.22
2008-09-24,36.88,64.79,18.7,86.23
2008-09-25,36.26,65.98,18.57,88.02
2008-09-26,35.5,66.29,19.2,86.03
2008-09-29,33.23,63.2,17.27,73.75
2008-09-30,35.35,64.93,18.73,78.09
2008-10-01,35.97,64.69,18.52,76.87
2008-10-02,34.68,61.92,17.2,72.06
2008-10-03,32.74,62.6,17.31,72.53
2008-10-06,30.95,60.47,16.93,69.5
2008-10-07,29.59,57.8,16.02,65.49
2008-10-08,29.59,57.06,16.25,66.14
2008-10-09,27.92,54.4,15.6,60.55
2008-10-10,28.02,53.9,15.19,60.5
2008-10-13,30.97,59.52,16.99,65.55
2008-10-14,30.35,58.41,15.93,66.67
2008-10-15,27.82,53.61,14.99,54.4
2008-10-16,29.32,57.79,15.88,53.2
2008-10-17,29.59,57.98,15.5,49.99
2008-10-20,30.07,58.08,16.04,55.74
2008-10-21,29.92,55.86,15.25,53.78
2008-10-22,28.16,53.55,14.58,49.74
2008-10-23,27.31,52.21,14.51,52.04
2008-10-24,26.52,50.93,14.28,47.52
2008-10-27,25.04,51.9,14.25,43.28
2008-10-28,27.72,57.48,15.86,48.0
2008-10-29,28.4,56.88,14.94,51.3
2008-10-30,28.71,56.97,16.17,52.75
2008-10-31,25.4,57.01,16.031,51.65
2008-11-03,24.07,53.47,15.64,49.73
2008-11-04,24.95,55.09,16.26,52.08
2008-11-05,23.46,53.71,15.06,50.24
2008-11-06,21.88,53.51,13.87,48.15
2008-11-07,22.03,54.07,14.63,51.38
2008-11-10,20.85,53.0,14.35,51.14
2008-11-11,20.92,52.28,13.93,48.64
2008-11-12,19.24,48.78,13.52,44.99
2008-11-13,20.06,49.97,14.43,51.7
2008-11-14,18.97,48.06,13.32,48.76
2008-11-17,18.54,47.31,13.0,47.95
2008-11-18,18.8,46.76,13.11,50.23
2008-11-19,16.47,45.27,12.49,47.3
2008-11-20,15.02,44.99,12.23,39.6
2008-11-21,15.77,46.71,13.11,45.0
2008-11-24,17.75,49.45,13.56,46.39
2008-11-25,17.84,50.67,13.13,46.7
2008-11-26,19.47,51.45,13.97,50.14
2008-11-27,19.47,51.45,13.97,50.14
2008-11-28,21.0,51.47,13.8,50.74
2008-12-01,19.59,47.91,12.56,42.08
2008-12-02,20.09,50.1,13.28,43.92
2008-12-03,21.19,51.42,13.66,42.53
2008-12-04,21.08,52.75,12.77,40.0
2008-12-05,21.48,55.58,13.29,39.08
2008-12-08,21.93,55.19,13.94,41.31
2008-12-09,21.9,53.1,14.3,42.01
2008-12-10,22.74,53.69,14.27,43.63
2008-12-11,21.83,52.06,14.01,42.35
2008-12-12,21.72,53.4,14.75,41.1
2008-12-15,20.81,52.74,14.59,42.81
2008-12-16,22.87,53.03,15.64,42.88
2008-12-17,23.47,53.94,15.26,42.54
2008-12-18,24.24,54.15,14.26,39.43
2008-12-19,24.2,53.79,14.44,40.44
2008-12-22,23.13,52.72,14.34,38.91
2008-12-23,23.13,51.47,14.07,37.74
2008-12-24,23.2,51.69,14.23,38.22
2008-12-25,23.2,51.69,14.23,38.22
2008-12-26,23.34,51.47,14.18,39.47
2008-12-29,23.04,50.83,14.13,40.91
2008-12-30,24.17,51.13,14.69,42.12
2008-12-31,24.32,52.5,14.66,42.33
2009-01-01,24.32,52.5,14.66,42.33
2009-01-02,25.55,53.35,15.2,45.62
2009-01-05,25.08,52.29,14.91,46.82
2009-01-06,25.22,51.45,15.37,47.6
2009-01-07,24.21,50.12,14.44,45.61
2009-01-08,24.13,50.65,14.55,45.83
2009-01-09,23.61,49.14,14.15,43.0
2009-01-12,22.49,49.43,13.79,41.35
2009-01-13,22.7,48.94,13.67,42.82
2009-01-14,21.72,47.63,13.08,40.43
2009-01-15,20.95,48.47,13.29,40.18
2009-01-16,21.11,48.8,13.74,39.9
2009-01-19,21.11,48.8,13.74,39.9
2009-01-20,19.11,47.22,12.86,36.83
2009-01-21,19.88,47.9,13.26,38.99
2009-01-22,19.44,47.45,12.82,37.27
2009-01-23,19.38,46.97,13.12,41.09
2009-01-26,19.04,47.35,13.38,42.0
2009-01-27,19.58,47.9,13.81,41.97
2009-01-28,19.97,47.81,14.01,44.16
2009-01-29,18.6,46.45,13.37,41.93
2009-01-30,18.19,45.03,12.9,40.81
2009-02-02,18.01,45.3,13.63,40.79
2009-02-03,18.89,46.12,13.73,40.99
2009-02-04,18.48,42.98,13.88,42.28
2009-02-05,19.33,43.83,14.25,44.55
2009-02-06,20.7,45.21,14.73,45.29
2009-02-09,21.45,45.17,14.91,46.12
2009-02-10,21.21,43.97,14.08,43.36
2009-02-11,21.64,43.54,14.08,42.55
2009-02-12,21.2,44.32,14.0,41.97
2009-02-13,20.87,42.76,13.88,41.52
2009-02-16,20.87,42.76,13.88,41.52
2009-02-17,20.02,42.12,13.21,38.2
2009-02-18,19.72,42.38,13.36,38.2
2009-02-19,19.39,42.62,12.68,38.54
2009-02-20,19.4,42.76,12.78,36.88
2009-02-23,18.57,41.17,12.08,35.19
2009-02-24,20.25,42.55,12.73,38.05
2009-02-25,19.79,42.0,13.03,37.23
2009-02-26,19.99,41.55,12.71,38.17
2009-02-27,19.56,42.34,12.74,38.06
2009-03-02,18.21,40.84,12.31,35.84
2009-03-03,18.1,40.69,12.28,35.66
2009-03-04,19.52,40.81,12.76,38.83
2009-03-05,18.1,39.56,12.31,36.16
2009-03-06,17.3,38.98,12.41,36.73
2009-03-09,16.98,38.44,12.55,36.67
2009-03-10,19.18,40.14,13.92,39.52
2009-03-11,19.67,39.56,13.96,38.8
2009-03-12,20.74,40.86,14.52,39.96
2009-03-13,20.54,42.2,14.7,39.3
2009-03-16,20.5,42.12,14.25,41.44
2009-03-17,21.58,43.98,14.9,42.11
2009-03-18,22.07,44.46,15.24,42.91
2009-03-19,22.39,45.12,15.15,44.31
2009-03-20,21.3,44.83,14.65,41.52
2009-03-23,23.31,47.54,15.52,46.75
2009-03-24,22.64,46.36,15.0,46.01
2009-03-25,22.71,46.81,14.94,45.34
2009-03-26,23.14,48.46,15.82,45.54
2009-03-27,22.17,47.4,15.42,43.52
2009-03-30,20.92,46.25,14.72,41.12
2009-03-31,21.6,46.32,15.03,40.62
2009-04-01,23.04,46.35,15.03,41.1
2009-04-02,24.19,48.07,15.7,43.79
2009-04-03,25.52,48.91,15.95,45.07
2009-04-06,24.75,47.74,15.86,43.95
2009-04-07,23.5,46.39,15.45,42.99
2009-04-08,23.99,47.7,15.27,43.54
2009-04-09,25.6,46.9,15.98,44.16
2009-04-10,25.6,46.9,15.98,44.16
2009-04-13,26.2,46.41,15.98,44.25
2009-04-14,25.28,45.35,16.01,44.11
2009-04-15,25.82,45.66,15.62,45.53
2009-04-16,27.41,46.23,15.89,46.0
2009-04-17,27.25,45.77,15.6,46.57
2009-04-20,25.25,44.34,15.0,44.1
2009-04-21,25.57,46.46,15.36,46.63
2009-04-22,26.59,47.07,15.67,46.23
2009-04-23,27.72,46.83,15.53,46.61
2009-04-24,28.43,48.17,15.62,49.73
2009-04-27,24.59,47.64,15.28,48.38
2009-04-28,25.55,47.07,15.05,48.04
2009-04-29,26.53,47.67,15.35,50.03
2009-04-30,26.88,48.6,15.78,48.99
2009-05-01,26.14,47.69,15.81,50.67
2009-05-04,29.57,47.71,16.66,54.08
2009-05-05,29.32,47.65,16.16,54.2
2009-05-06,29.47,46.87,16.12,56.05
2009-05-07,28.13,45.93,15.77,54.1
2009-05-08,27.87,46.6,15.29,56.53
2009-05-11,27.26,46.02,15.37,54.77
2009-05-12,26.86,46.91,15.21,55.75
2009-05-13,25.28,45.65,15.13,53.54
2009-05-14,25.56,44.8,15.54,53.93
2009-05-15,25.0,44.75,15.19,52.05
2009-05-18,26.49,46.09,15.52,54.15
2009-05-19,26.54,47.21,15.65,54.01
2009-05-20,25.05,48.78,15.58,55.04
2009-05-21,24.68,48.31,15.18,51.94
2009-05-22,24.95,48.3,15.05,51.75
2009-05-25,24.95,48.3,15.05,51.75
2009-05-26,25.91,49.14,15.48,53.92
2009-05-27,24.8,48.83,15.46,53.41
2009-05-28,24.39,47.97,15.72,56.35
2009-05-29,25.44,48.52,15.72,57.23
2009-06-01,26.68,49.7,16.5,59.17
2009-06-02,26.8,49.45,16.19,59.18
2009-06-03,26.24,48.47,15.94,56.89
2009-06-04,25.99,47.87,16.13,58.31
2009-06-05,25.56,47.64,15.92,57.27
2009-06-08,25.0,47.53,15.92,57.33
2009-06-09,25.03,47.13,16.42,58.85
2009-06-10,23.85,46.59,16.46,59.27
2009-06-11,23.73,46.27,16.35,62.18
2009-06-12,24.17,47.03,16.31,60.27
2009-06-15,23.16,46.33,15.98,58.59
2009-06-16,22.53,45.95,15.86,56.97
2009-06-17,23.05,46.59,16.14,55.98
2009-06-18,24.77,46.24,15.87,55.75
2009-06-19,26.6,46.11,16.01,55.35
2009-06-22,24.56,45.35,15.68,52.32
2009-06-23,24.54,45.07,15.81,53.3
2009-06-24,25.48,45.04,16.1,53.46
2009-06-25,25.74,46.28,16.31,55.35
2009-06-26,25.35,46.41,16.29,54.48
2009-06-29,26.09,46.2,16.38,54.97
2009-06-30,25.77,45.78,16.55,54.11
2009-07-01,26.27,45.79,17.04,54.28
2009-07-02,25.35,44.64,16.72,52.55
2009-07-03,25.35,44.64,16.72,52.55
2009-07-06,25.44,45.7,16.54,51.45
2009-07-07,24.93,44.54,16.25,49.2
2009-07-08,24.51,46.02,15.94,49.84
2009-07-09,25.28,45.5,16.02,50.22
2009-07-10,24.68,44.97,16.04,50.51
2009-07-13,25.07,44.97,16.49,50.99
2009-07-14,25.49,45.03,16.83,51.83
2009-07-15,27.26,46.9,18.05,54.56
2009-07-16,27.24,47.49,18.5,55.48
2009-07-17,26.34,47.48,18.79,56.01
2009-07-20,27.68,48.47,18.9,56.88
2009-07-21,27.63,48.38,18.9,57.0
2009-07-22,27.81,48.82,19.14,55.3
2009-07-23,28.55,48.6,19.48,57.77
2009-07-24,28.5,49.13,19.36,57.34
2009-07-27,28.24,48.68,19.47,56.49
2009-07-28,28.43,48.84,19.37,54.6
2009-07-29,27.29,48.77,19.4,52.49
2009-07-30,28.16,49.25,19.33,53.43
2009-07-31,27.99,49.5,19.25,53.5
2009-08-03,29.0,50.0,19.37,55.95
2009-08-04,29.42,49.48,19.32,55.2
2009-08-05,28.96,49.06,18.86,54.1
2009-08-06,28.91,48.75,18.7,53.7
2009-08-07,30.35,50.1,18.5,53.25
2009-08-10,29.87,49.4,18.76,53.51
2009-08-11,29.51,48.92,18.64,52.88
2009-08-12,30.47,49.15,18.81,53.88
2009-08-13,30.34,48.88,19.05,55.13
2009-08-14,29.85,48.63,18.77,53.38
2009-08-17,28.25,47.47,18.45,51.3
2009-08-18,28.86,47.4,18.772000000000002,52.03
2009-08-19,29.38,47.94,18.8,52.87
2009-08-20,30.13,47.91,18.71,53.8
2009-08-21,30.88,48.56,18.8901,56.56
2009-08-24,30.69,48.12,18.76,57.34
2009-08-25,31.06,49.62,19.1,56.13
2009-08-26,30.51,50.23,19.43,56.58
2009-08-27,30.06,51.31,19.47,56.9
2009-08-28,30.34,51.77,20.25,57.36
2009-08-31,29.25,50.98,20.32,56.2
2009-09-01,28.61,50.65,19.72,54.91
2009-09-02,28.51,50.65,19.47,54.06
2009-09-03,29.33,54.99,19.42,54.42
2009-09-04,29.35,55.47,19.64,55.87
2009-09-07,29.35,55.47,19.64,55.87
2009-09-08,30.84,56.73,19.8,58.1
2009-09-09,31.88,57.06,19.93,57.36
2009-09-10,32.23,56.91,19.76,58.43
2009-09-11,32.65,56.81,19.51,60.39
2009-09-14,32.44,56.99,19.36,59.81
2009-09-15,32.94,56.82,19.55,59.83
2009-09-16,33.22,57.7,19.65,62.41
2009-09-17,32.86,57.96,19.41,61.79
2009-09-18,32.26,57.55,19.56,61.85
2009-09-21,32.0,58.58,19.54,60.79
2009-09-22,33.52,58.4,19.53,61.57
2009-09-23,33.12,57.98,19.88,60.26
2009-09-24,33.95,57.43,19.54,59.16
2009-09-25,33.01,56.28,19.37,59.48
2009-09-28,33.62,56.56,19.74,60.53
2009-09-29,33.5,56.49,19.48,60.42
2009-09-30,33.28,56.38,19.57,59.6
2009-10-01,32.73,55.69,18.9,57.13
2009-10-02,32.45,56.47,18.97,56.83
2009-10-05,32.56,56.88,19.1,57.96
2009-10-06,32.63,57.93,19.63,59.24
2009-10-07,32.56,59.0,19.75,61.02
2009-10-08,33.26,58.63,19.88,62.65
2009-10-09,32.65,58.64,20.17,62.89
2009-10-12,32.65,58.03,20.4,64.22
2009-10-13,32.63,58.48,20.49,64.15
2009-10-14,33.32,58.77,20.831,66.04
2009-10-15,33.37,58.97,20.67,68.79
2009-10-16,33.07,58.48,20.18,69.08
2009-10-19,33.34,59.23,20.41,70.76
2009-10-20,33.15,59.09,20.18,69.16
2009-10-21,32.09,57.71,19.859,68.01
2009-10-22,33.01,58.27,20.12,68.6
2009-10-23,32.03,57.81,19.78,65.2
2009-10-26,30.59,57.65,19.83,64.3
2009-10-27,30.23,57.15,19.74,64.93
2009-10-28,29.18,56.72,19.03,62.27
2009-10-29,30.68,57.92,19.22,64.8
2009-10-30,29.12,56.85,19.11,62.2
2009-11-02,29.48,57.75,19.01,62.71
2009-11-03,29.31,57.65,18.5,64.47
2009-11-04,29.75,58.81,18.59,64.3
2009-11-05,30.82,59.41,18.89,65.1
2009-11-06,30.57,59.41,18.93,64.4
2009-11-09,31.92,60.44,19.46,65.13
2009-11-10,31.69,60.04,19.5,65.38
2009-11-11,31.6,60.4,19.84,66.14
2009-11-12,31.38,60.12,19.68,64.6
2009-11-13,32.28,60.47,19.82,65.52
2009-11-16,32.96,61.12,20.23,67.89
2009-11-17,32.74,60.62,20.32,67.09
2009-11-18,32.75,60.77,20.12,66.71
2009-11-19,31.88,60.48,19.3,64.54
2009-11-20,32.09,60.06,19.24,63.34
2009-11-23,32.29,60.57,19.4,64.63
2009-11-24,32.11,60.51,19.39,65.56
2009-11-25,33.03,60.89,19.34,65.03
2009-11-26,33.03,60.89,19.34,65.03
2009-11-27,32.02,60.03,19.11,63.14
2009-11-30,32.03,59.91,19.2,63.89
2009-12-01,32.13,60.73,19.66,64.65
2009-12-02,32.71,60.87,19.72,63.99
2009-12-03,32.65,59.02,19.87,62.2
2009-12-04,32.86,59.19,20.46,61.37
2009-12-07,32.41,59.35,20.37,61.36
2009-12-08,31.83,58.75,19.99,60.0
2009-12-09,31.34,58.66,20.01,60.02
2009-12-10,32.19,58.76,20.15,61.48
2009-12-11,32.43,59.32,19.9,61.38
2009-12-14,33.7,59.47,19.98,61.97
2009-12-15,33.88,58.98,19.8,62.24
2009-12-16,33.82,58.77,19.38,63.53
2009-12-17,33.36,57.8,19.07,62.57
2009-12-18,32.22,58.43,19.63,62.95
2009-12-21,32.37,59.27,20.09,63.77
2009-12-22,32.73,59.57,20.04,63.98
2009-12-23,32.53,60.07,20.1,65.23
2009-12-24,32.48,60.4,20.33,65.35
2009-12-25,32.48,60.4,20.33,65.35
2009-12-28,32.25,60.56,20.3,65.72
2009-12-29,32.32,60.26,20.402,65.2
2009-12-30,32.1,60.05,20.59,65.56
2009-12-31,31.69,59.17,20.4,65.09
2010-01-01,31.69,59.17,20.4,65.09
2010-01-04,32.06,59.41,20.88,67.11
2010-01-05,32.37,59.23,20.87,67.3
2010-01-06,31.79,60.0,20.8,68.8
2010-01-07,32.14,59.71,20.6,69.51
2010-01-08,33.22,59.28,20.83,70.65
2010-01-11,33.42,59.35,20.95,70.65
2010-01-12,32.88,59.03,20.608,69.59
2010-01-13,34.05,59.4,20.96,70.85
2010-01-14,35.07,58.72,21.48,71.29
2010-01-15,34.23,58.79,20.8,70.83
2010-01-18,34.23,58.79,20.8,70.83
2010-01-19,35.01,58.95,21.05,70.93
2010-01-20,34.31,58.27,21.08,69.09
2010-01-21,34.21,57.52,20.84,68.31
2010-01-22,33.3,57.07,19.91,65.24
2010-01-25,33.56,57.55,20.32,65.81
2010-01-26,33.74,57.93,20.0,65.75
2010-01-27,33.88,57.53,20.24,65.7
2010-01-28,34.41,57.35,19.92,64.63
2010-01-29,33.33,57.43,19.4,63.46
2010-02-01,34.14,57.91,19.61,64.79
2010-02-02,34.59,58.77,19.91,66.12
2010-02-03,34.59,58.42,19.68,65.99
2010-02-04,32.9,58.52,19.02,62.5
2010-02-05,32.53,58.58,19.47,62.06
2010-02-08,33.16,58.14,19.35,62.12
2010-02-09,32.8,58.76,19.65,63.76
2010-02-10,32.61,59.15,19.69,63.65
2010-02-11,33.18,59.67,20.06,64.76
2010-02-12,32.82,59.28,20.43,64.3
2010-02-15,32.82,59.28,20.43,64.3
2010-02-16,33.48,60.67,20.72,65.65
2010-02-17,34.01,61.05,20.66,65.43
2010-02-18,33.78,60.96,20.84,65.81
2010-02-19,33.89,61.14,20.82,63.9
2010-02-22,34.11,60.79,20.87,61.57
2010-02-23,33.67,60.51,20.387999999999998,60.88
2010-02-24,35.8,60.86,20.7,60.91
2010-02-25,35.66,61.4,20.63,60.81
2010-02-26,35.96,60.97,20.53,61.1
2010-03-01,36.1,61.65,20.87,61.42
2010-03-02,35.75,61.38,20.6975,62.81
2010-03-03,35.71,60.68,20.52,63.23
2010-03-04,36.15,60.8,20.53,62.88
2010-03-05,37.04,60.68,20.79,63.81
2010-03-08,36.94,60.67,20.77,64.48
2010-03-09,36.94,60.13,20.94,64.1
2010-03-10,37.17,59.84,21.19,64.2
2010-03-11,37.25,59.9,21.25,63.9
2010-03-12,37.49,60.17,21.27,64.54
2010-03-15,37.15,60.55,21.17,64.31
2010-03-16,37.12,60.91,22.01,65.52
2010-03-17,37.6,61.33,22.2425,66.6
2010-03-18,37.66,61.27,22.2,65.25
2010-03-19,37.62,60.72,21.9925,64.32
2010-03-22,37.91,60.88,22.24,63.49
2010-03-23,38.81,60.76,22.6725,63.03
2010-03-24,38.46,60.07,22.43,62.21
2010-03-25,38.54,60.05,22.35,60.76
2010-03-26,38.8,60.13,22.24,61.67
2010-03-29,38.98,60.14,22.33,63.07
2010-03-30,39.19,60.17,22.34,63.05
2010-03-31,38.88,59.71,22.29,63.46
2010-04-01,39.24,60.14,22.39,64.57
2010-04-02,39.24,60.14,22.39,64.57
2010-04-05,39.39,60.82,22.59,65.77
2010-04-06,39.33,61.74,22.4,66.79
2010-04-07,38.3,61.72,22.45,66.04
2010-04-08,38.59,60.98,22.31,66.62
2010-04-09,38.98,61.21,22.55,66.53
2010-04-12,38.82,60.35,22.539,66.31
2010-04-13,38.86,59.89,22.7699,65.51
2010-04-14,39.16,59.62,23.52,67.1
2010-04-15,39.48,59.03,24.221,67.21
2010-04-16,38.97,59.19,23.92,65.8
2010-04-19,38.9,59.47,24.0,65.24
2010-04-20,39.92,59.49,24.12,67.85
2010-04-21,40.23,59.51,23.8,68.02
2010-04-22,41.6,60.22,23.99,68.18
2010-04-23,42.77,60.2,24.04,72.68
2010-04-26,43.85,60.07,23.82,72.69
2010-04-27,42.43,59.17,23.35,70.31
2010-04-28,41.59,58.85,23.26,71.01
2010-04-29,43.16,59.35,23.49,73.15
2010-04-30,41.7,59.08,22.84,71.42
2010-05-03,42.42,59.31,23.26,71.31
2010-05-04,40.6,59.88,22.56,68.95
2010-05-05,39.6,60.36,22.1725,67.3
2010-05-06,38.03,58.03,21.51,65.35
2010-05-07,36.68,57.31,21.31,62.86
2010-05-10,39.21,57.52,22.55,66.83
2010-05-11,38.88,57.94,22.28,66.84
2010-05-12,40.08,57.88,23.09,66.65
2010-05-13,38.9,57.67,22.5,66.94
2010-05-14,37.57,57.74,21.89,64.88
2010-05-17,38.12,58.35,22.02,64.15
2010-05-18,37.42,57.78,21.43,63.74
2010-05-19,37.02,57.77,21.6,62.59
2010-05-20,35.12,56.59,20.79,59.22
2010-05-21,35.61,57.44,20.9075,60.5
2010-05-24,35.36,56.76,20.67,57.6
2010-05-25,35.22,56.5,20.85,58.46
2010-05-26,34.96,55.98,20.7,58.75
2010-05-27,36.78,58.74,21.76,60.02
2010-05-28,36.23,58.25,21.42,56.15
2010-05-31,36.23,58.25,21.42,56.15
2010-06-01,35.67,57.98,21.18,51.75
2010-06-02,37.04,58.95,21.81,56.31
2010-06-03,37.17,57.93,21.9,56.63
2010-06-04,35.295,56.1725,20.945,55.74
2010-06-07,34.56,55.85,20.3075,54.23
2010-06-08,34.96,56.66,20.18,55.56
2010-06-09,34.71,57.4,19.93,55.47
2010-06-10,36.33,57.65,20.55,59.17
2010-06-11,36.31,57.52,20.64,59.48
2010-06-14,36.37,57.52,20.89,58.66
2010-06-15,37.43,59.16,21.48,60.87
2010-06-16,36.75,58.34,21.489,60.81
2010-06-17,36.0,58.58,21.52,61.36
2010-06-18,35.41,58.21,21.4,60.53
2010-06-21,34.74,57.78,21.19,60.33
2010-06-22,33.19,57.61,20.98,58.26
2010-06-23,33.31,57.44,20.81,58.33
2010-06-24,32.35,56.22,20.32,57.14
2010-06-25,32.58,56.44,20.0325,58.22
2010-06-28,32.1,56.65,20.36,57.34
2010-06-29,30.14,55.63,19.79,55.08
2010-06-30,30.24,54.83,19.45,55.34
2010-07-01,31.31,54.9,19.25,55.26
2010-07-02,30.62,54.23,19.2,54.96
2010-07-05,30.62,54.23,19.2,54.96
2010-07-06,30.49,54.0,19.480999999999998,55.54
2010-07-07,31.56,54.29,20.1425,57.54
2010-07-08,31.58,55.71,20.1,58.54
2010-07-09,32.12,56.19,20.24,58.56
2010-07-12,31.67,55.93,20.57,58.25
2010-07-13,32.82,56.51,21.01,58.62
2010-07-14,32.75,56.35,21.36,58.89
2010-07-15,32.8,56.55,21.51,58.67
2010-07-16,31.41,54.98,21.02,56.68
2010-07-19,31.4,54.82,21.59,59.15
2010-07-20,31.71,55.09,21.65,61.04
2010-07-21,31.43,53.61,21.26,59.59
2010-07-22,33.67,54.9,21.78,61.3
2010-07-23,34.19,55.95,21.69,59.35
2010-07-26,35.15,55.71,21.71,58.85
2010-07-27,34.52,57.21,21.58,58.93
2010-07-28,34.63,56.51,21.33,59.73
2010-07-29,34.4,56.21,21.03,59.81
2010-07-30,34.68,56.71,20.6,59.66
2010-08-02,35.52,56.84,21.15,62.74
2010-08-03,35.39,56.55,20.87,62.86
2010-08-04,35.98,57.4,20.73,62.92
2010-08-05,35.84,56.46,20.67,63.26
2010-08-06,35.63,56.54,20.65,62.34
2010-08-09,35.16,57.16,20.65,62.75
2010-08-10,34.32,56.98,19.82,62.15
2010-08-11,32.88,55.87,19.425,60.06
2010-08-12,32.62,55.67,19.45,59.3
2010-08-13,32.51,55.31,19.15,58.76
2010-08-16,32.47,55.37,19.47,59.37
2010-08-17,33.11,55.83,19.53,60.31
2010-08-18,33.04,55.68,19.59,59.18
2010-08-19,32.16,55.01,18.9,57.82
2010-08-20,31.79,55.04,18.91,56.46
2010-08-23,31.52,54.9,18.7,55.82
2010-08-24,30.44,55.6,18.405,54.77
2010-08-25,30.65,57.07,18.48,54.69
2010-08-26,30.56,56.28,18.18,53.46
2010-08-27,31.46,56.19,18.37,55.76
2010-08-30,30.84,56.07,17.96,54.17
2010-08-31,31.18,56.5,17.665,53.33
2010-09-01,32.9,57.79,18.14,55.18
2010-09-02,33.81,58.59,18.28,56.42
2010-09-03,34.67,58.57,18.43,57.37
2010-09-06,34.67,58.57,18.43,57.37
2010-09-07,33.87,58.64,18.12,57.13
